hour_time,wd_BKL,ws_BKL,wd_CGF,ws_CGF
2024-06-05 17,170,6.687772,180,4.629996
2024-06-05 18,170,6.687772,200,6.687772
2024-06-05 19,200,5.14444,210,6.173328
2024-06-05 20,180,7.71666,200,5.14444
2024-06-05 21,180,5.14444,180,4.115552
2024-06-05 22,280,9.774436,210,5.6588840000000005
2024-06-05 23,190,2.57222,210,2.057776
2024-06-06 00,130,1.543332,210,5.14444
2024-06-06 01,160,3.086664,210,3.601108
2024-06-06 02,190,2.57222,180,2.057776
2024-06-06 03,140,1.543332,0,0
2024-06-06 04,0,0,130,2.057776
2024-06-06 05,150,2.057776,190,2.057776
2024-06-06 06,250,2.057776,240,2.57222
2024-06-06 07,250,2.057776,260,3.601108
2024-06-06 08,250,6.687772,260,6.687772
2024-06-06 09,250,6.173328,260,6.173328
2024-06-06 10,260,4.115552,270,5.6588840000000005
2024-06-06 11,240,3.601108,270,3.601108
2024-06-06 12,230,4.629996,260,3.601108
2024-06-06 13,240,4.115552,280,2.57222
2024-06-06 14,250,4.629996,260,5.14444
2024-06-06 15,250,5.14444,240,5.6588840000000005
2024-06-06 16,270,5.6588840000000005,280,6.687772
2024-06-06 17,270,6.173328,280,8.745548
2024-06-06 18,290,5.6588840000000005,290,8.745548
2024-06-06 19,280,3.601108,290,6.687772
2024-06-06 20,270,2.57222,270,6.687772
2024-06-06 21,260,3.086664,290,5.14444
2024-06-06 22,260,2.57222,270,5.6588840000000005
2024-06-06 23,250,2.57222,270,3.601108
2024-06-07 00,240,4.115552,250,3.086664
2024-06-07 01,280,4.629996,280,5.14444
2024-06-07 02,260,4.115552,260,3.086664
2024-06-07 03,270,4.629996,260,3.086664
2024-06-07 04,260,4.629996,270,3.086664
2024-06-07 05,280,5.14444,280,3.601108
2024-06-07 06,280,7.71666,260,4.629996
2024-06-07 07,270,9.774436,270,8.745548
2024-06-07 08,260,9.774436,270,5.14444
2024-06-07 09,280,8.745548,260,6.687772
2024-06-07 10,280,8.231104,280,4.629996
2024-06-07 11,240,7.202216,270,6.173328
2024-06-07 12,260,13.375544,260,5.6588840000000005
2024-06-07 13,280,10.803324,290,8.745548
2024-06-07 14,270,10.28888,280,9.259992
2024-06-07 15,270,10.28888,280,11.832212
2024-06-07 16,260,9.774436,270,9.259992
2024-06-07 17,270,8.231104,270,10.803324
2024-06-07 18,270,6.687772,280,6.687772
2024-06-07 19,260,6.687772,280,6.687772
2024-06-07 20,270,4.115552,280,5.14444
2024-06-07 21,250,3.086664,260,4.629996
2024-06-07 22,330,4.115552,300,6.687772
2024-06-07 23,310,2.057776,300,3.086664
2024-06-08 00,280,3.601108,300,3.601108
2024-06-08 01,300,3.601108,300,2.57222
2024-06-08 02,310,5.14444,270,2.057776
2024-06-08 03,320,4.629996,300,1.543332
2024-06-08 04,290,4.629996,250,2.057776
2024-06-08 05,300,4.629996,0,0
2024-06-08 06,290,4.115552,210,1.543332
2024-06-08 07,290,4.115552,0,0
2024-06-08 08,0,0,0,0
2024-06-08 09,160,2.57222,0,0
2024-06-08 10,160,2.57222,0,0
2024-06-08 11,210,3.086664,230,3.601108
2024-06-08 12,230,3.601108,270,4.115552
2024-06-08 13,260,4.115552,280,5.14444
2024-06-08 14,270,4.115552,290,5.6588840000000005
2024-06-08 15,290,6.173328,270,6.687772
2024-06-08 16,290,4.629996,300,4.115552
2024-06-08 17,310,4.629996,250,4.629996
2024-06-08 18,340,3.601108,290,5.14444
2024-06-08 19,350,2.57222,290,4.629996
2024-06-08 20,50,2.57222,300,2.57222
2024-06-08 21,40,3.086664,40,1.543332
2024-06-08 22,20,2.57222,80,2.057776
2024-06-08 23,220,4.629996,0,0
2024-06-09 00,200,5.14444,190,2.57222
2024-06-09 01,180,6.173328,210,4.115552
2024-06-09 02,190,6.173328,210,4.115552
2024-06-09 03,330,4.629996,330,3.601108
2024-06-09 04,30,9.774436,40,1.543332
2024-06-09 05,20,9.774436,10,7.202216
2024-06-09 06,70,3.086664,50,2.057776
2024-06-09 07,340,5.6588840000000005,350,1.543332
2024-06-09 08,330,4.629996,320,2.057776
2024-06-09 09,310,5.14444,320,1.543332
2024-06-09 10,300,5.14444,300,2.57222
2024-06-09 11,290,5.14444,310,3.086664
2024-06-09 12,280,5.14444,300,4.115552
2024-06-09 13,290,6.173328,290,4.115552
2024-06-09 14,270,7.202216,270,5.6588840000000005
2024-06-09 15,280,8.231104,290,6.687772
2024-06-09 16,280,6.687772,300,4.629996
2024-06-09 17,270,8.231104,270,6.173328
2024-06-09 18,270,7.71666,280,7.71666
2024-06-09 19,260,10.28888,280,9.259992
2024-06-09 20,260,8.745548,260,9.774436
2024-06-09 21,270,7.202216,280,6.687772
2024-06-09 22,270,7.71666,280,7.202216
2024-06-09 23,270,5.6588840000000005,280,5.14444
2024-06-10 00,320,5.6588840000000005,310,6.173328
2024-06-10 01,20,5.14444,30,3.601108
2024-06-10 02,10,8.231104,40,5.14444
2024-06-10 03,20,7.202216,20,4.115552
2024-06-10 04,20,5.6588840000000005,0,0
2024-06-10 05,20,2.57222,0,0
2024-06-10 06,350,2.57222,0,0
2024-06-10 07,320,5.14444,0,0
2024-06-10 08,330,5.14444,0,0
2024-06-10 09,350,3.601108,310,3.086664
2024-06-10 10,340,4.629996,350,2.057776
2024-06-10 11,340,5.14444,340,3.601108
2024-06-10 12,330,6.173328,350,3.086664
2024-06-10 13,340,5.6588840000000005,340,4.115552
2024-06-10 14,340,4.629996,350,3.086664
2024-06-10 15,350,5.6588840000000005,10,4.629996
2024-06-10 16,320,6.173328,350,3.601108
2024-06-10 17,330,5.6588840000000005,340,4.629996
2024-06-10 18,340,5.14444,360,5.6588840000000005
2024-06-10 19,330,5.14444,320,3.601108
2024-06-10 20,320,4.115552,340,2.57222
2024-06-10 21,320,4.115552,360,2.57222
2024-06-10 22,330,3.086664,330,2.057776
2024-06-10 23,350,2.57222,340,2.057776
2024-06-11 00,360,2.057776,280,1.543332
2024-06-11 02,320,3.086664,0,0
2024-06-11 03,330,2.57222,0,0
2024-06-11 04,320,4.115552,0,0
2024-06-11 05,340,4.629996,360,1.543332
2024-06-11 06,360,5.6588840000000005,0,0
2024-06-11 07,10,2.57222,0,0
2024-06-11 08,360,2.057776,0,0
2024-06-11 09,150,2.57222,0,0
2024-06-11 10,180,2.57222,0,0
2024-06-11 11,170,1.543332,0,0
2024-06-11 12,270,1.543332,240,1.543332
2024-06-11 13,340,4.115552,330,2.057776
2024-06-11 14,340,3.601108,320,3.601108
2024-06-11 15,340,4.115552,10,3.086664
2024-06-11 16,20,2.57222,350,3.086664
2024-06-11 17,330,3.601108,300,3.601108
2024-06-11 18,330,3.086664,20,2.57222
2024-06-11 19,350,3.601108,360,3.086664
2024-06-11 20,350,3.601108,360,4.115552
2024-06-11 21,10,3.601108,320,3.086664
2024-06-11 22,30,3.086664,10,3.086664
2024-06-11 23,40,2.57222,0,0
2024-06-12 00,130,1.543332,120,1.543332
2024-06-12 01,140,2.57222,160,1.543332
2024-06-12 02,130,2.57222,0,0
2024-06-12 03,150,3.601108,130,2.057776
2024-06-12 04,150,3.601108,120,2.57222
2024-06-12 05,160,4.629996,130,3.601108
2024-06-12 06,150,5.14444,130,3.601108
2024-06-12 07,150,3.601108,150,3.086664
2024-06-12 08,150,3.601108,140,2.57222
2024-06-12 09,150,5.14444,150,2.57222
2024-06-12 10,150,5.6588840000000005,170,4.115552
2024-06-12 11,160,4.629996,180,2.57222
2024-06-12 12,190,2.57222,240,3.086664
2024-06-12 13,260,3.086664,260,4.115552
2024-06-12 14,330,2.57222,260,4.115552
2024-06-12 15,330,2.057776,270,5.6588840000000005
2024-06-12 16,330,2.57222,300,5.6588840000000005
2024-06-12 17,340,2.57222,280,5.14444
2024-06-12 18,10,2.57222,270,3.601108
2024-06-12 19,30,3.086664,330,2.57222
2024-06-12 20,30,3.086664,280,3.086664
2024-06-12 21,20,2.57222,300,3.086664
2024-06-12 22,10,2.57222,0,0
2024-06-12 23,200,4.629996,220,3.601108
2024-06-13 00,210,4.629996,220,3.086664
2024-06-13 01,180,4.629996,180,2.57222
2024-06-13 02,170,4.629996,190,3.601108
2024-06-13 03,160,5.6588840000000005,190,4.115552
2024-06-13 04,160,5.6588840000000005,190,5.6588840000000005
2024-06-13 05,160,5.14444,190,5.6588840000000005
2024-06-13 06,180,5.6588840000000005,200,5.6588840000000005
2024-06-13 07,190,5.6588840000000005,210,5.6588840000000005
2024-06-13 08,180,6.173328,190,4.629996
2024-06-13 09,190,7.71666,190,3.601108
2024-06-13 10,180,6.687772,210,3.601108
2024-06-13 11,190,6.173328,200,5.14444
2024-06-13 12,180,5.14444,230,3.086664
2024-06-13 13,190,4.115552,220,3.601108
2024-06-13 14,210,3.601108,210,4.629996
2024-06-13 15,190,4.629996,250,6.173328
2024-06-13 16,190,7.71666,210,5.6588840000000005
2024-06-13 17,210,7.71666,210,6.173328
2024-06-13 18,250,7.202216,230,5.14444
2024-06-13 19,230,6.173328,250,7.71666
2024-06-13 20,220,7.202216,220,6.173328
2024-06-13 21,200,8.231104,230,4.115552
2024-06-13 22,200,6.687772,230,4.115552
2024-06-13 23,200,6.687772,200,3.601108
2024-06-14 00,190,6.687772,220,3.601108
2024-06-14 01,190,6.173328,220,3.601108
2024-06-14 02,210,2.057776,280,4.629996
2024-06-14 03,230,3.086664,280,2.57222
2024-06-14 04,220,2.57222,0,0
2024-06-14 05,270,2.057776,0,0
2024-06-14 06,220,2.057776,0,0
2024-06-14 07,230,4.115552,0,0
2024-06-14 08,260,5.14444,280,4.115552
2024-06-14 09,280,3.086664,290,3.601108
2024-06-14 10,30,3.086664,80,1.543332
2024-06-14 11,40,3.086664,70,2.057776
2024-06-14 12,60,1.543332,100,2.57222
2024-06-14 13,10,2.57222,120,2.057776
2024-06-14 14,360,4.629996,80,1.543332
2024-06-14 15,360,5.14444,350,5.14444
2024-06-14 16,10,5.14444,20,5.14444
2024-06-14 17,10,4.629996,360,4.629996
2024-06-14 18,20,5.14444,40,5.14444
2024-06-14 19,10,4.115552,10,5.6588840000000005
2024-06-14 20,10,3.601108,10,6.687772
2024-06-14 21,20,4.629996,40,6.173328
2024-06-14 22,20,6.173328,30,5.14444
2024-06-14 23,20,7.71666,30,5.14444
2024-06-15 00,10,6.687772,20,6.173328
2024-06-15 01,10,6.173328,30,2.57222
2024-06-15 02,10,4.115552,20,1.543332
2024-06-15 03,360,5.14444,40,1.543332
2024-06-15 04,20,5.6588840000000005,0,0
2024-06-15 05,30,5.6588840000000005,0,0
2024-06-15 06,30,6.687772,0,0
2024-06-15 07,70,3.601108,0,0
2024-06-15 08,50,2.57222,0,0
2024-06-15 09,90,1.543332,0,0
2024-06-15 10,120,1.543332,0,0
2024-06-15 11,0,0,0,0
2024-06-15 12,0,0,350,2.057776
2024-06-15 13,320,3.086664,350,3.086664
2024-06-15 14,330,3.601108,340,4.629996
2024-06-15 15,300,3.086664,350,4.629996
2024-06-15 16,20,4.629996,360,3.086664
2024-06-15 17,360,3.086664,20,3.086664
2024-06-15 18,360,3.086664,340,3.086664
2024-06-15 19,350,3.086664,350,3.601108
2024-06-15 20,10,2.57222,30,4.115552
2024-06-15 21,10,3.086664,70,5.14444
2024-06-15 22,360,4.115552,60,4.115552
2024-06-15 23,360,3.601108,50,2.57222
2024-06-16 00,20,3.086664,90,1.543332
2024-06-16 01,40,3.086664,0,0
2024-06-16 02,70,2.057776,0,0
2024-06-16 03,100,2.57222,0,0
2024-06-16 04,100,2.057776,0,0
2024-06-16 05,110,2.057776,110,1.543332
2024-06-16 06,100,2.57222,100,1.543332
2024-06-16 07,120,1.543332,0,0
2024-06-16 08,0,0,100,1.543332
2024-06-16 09,150,1.543332,110,1.543332
2024-06-16 10,160,4.115552,160,3.601108
2024-06-16 11,150,6.173328,160,3.086664
2024-06-16 12,150,3.601108,160,3.601108
2024-06-16 14,190,5.6588840000000005,190,4.629996
2024-06-16 15,170,4.629996,180,3.601108
2024-06-16 16,20,5.14444,160,3.086664
2024-06-16 17,40,6.687772,190,2.57222
2024-06-16 18,30,5.14444,190,4.115552
2024-06-16 19,30,5.6588840000000005,170,3.601108
2024-06-16 20,30,6.173328,340,4.629996
2024-06-16 21,40,6.687772,340,4.629996
2024-06-16 22,30,5.6588840000000005,50,3.086664
2024-06-16 23,40,4.629996,220,3.601108
2024-06-17 00,30,3.086664,220,3.086664
2024-06-17 01,0,0,200,2.057776
2024-06-17 02,180,3.601108,190,2.57222
2024-06-17 03,160,3.601108,160,2.57222
2024-06-17 04,170,5.14444,170,2.57222
2024-06-17 05,170,4.115552,200,4.629996
2024-06-17 06,160,5.14444,190,4.115552
2024-06-17 07,160,5.14444,200,5.6588840000000005
2024-06-17 08,170,5.14444,190,3.601108
2024-06-17 09,240,6.173328,210,4.115552
2024-06-17 10,220,3.601108,240,2.57222
2024-06-17 11,220,2.57222,250,2.57222
2024-06-17 12,280,2.057776,220,2.057776
2024-06-17 13,180,3.086664,200,2.57222
2024-06-17 14,210,4.115552,220,2.57222
2024-06-17 15,340,3.086664,240,2.57222
2024-06-17 16,340,2.57222,230,3.601108
2024-06-17 17,340,2.57222,300,4.115552
2024-06-17 18,350,2.57222,280,4.115552
2024-06-17 19,230,7.71666,210,6.173328
2024-06-17 20,140,2.057776,200,2.57222
2024-06-17 21,150,3.601108,150,2.57222
2024-06-17 22,150,6.173328,150,2.57222
2024-06-17 23,150,5.14444,170,3.601108
2024-06-18 00,150,5.6588840000000005,160,4.115552
2024-06-18 01,160,7.71666,180,5.14444
2024-06-18 02,160,6.173328,180,4.115552
2024-06-18 03,160,6.687772,170,5.14444
2024-06-18 04,150,5.6588840000000005,160,3.086664
2024-06-18 05,160,6.173328,170,3.601108
2024-06-18 06,160,5.6588840000000005,200,4.115552
2024-06-18 07,180,5.6588840000000005,200,4.115552
2024-06-18 08,170,5.6588840000000005,190,3.601108
2024-06-18 09,170,4.115552,150,2.057776
2024-06-18 10,130,3.086664,170,3.601108
2024-06-18 11,180,3.086664,180,2.57222
2024-06-18 12,160,4.115552,190,3.601108
2024-06-18 13,170,3.086664,190,4.115552
2024-06-18 14,220,2.057776,260,2.57222
2024-06-18 16,340,2.57222,220,2.57222
2024-06-18 17,40,3.601108,320,2.057776
2024-06-18 19,80,5.14444,90,3.086664
2024-06-18 20,50,4.115552,70,2.057776
2024-06-18 21,100,3.086664,120,4.629996
2024-06-18 22,130,4.629996,160,5.14444
2024-06-18 23,150,4.629996,150,4.115552
2024-06-19 00,140,7.202216,150,5.6588840000000005
2024-06-19 01,150,4.115552,160,4.115552
2024-06-19 02,150,5.14444,160,3.601108
2024-06-19 03,160,5.6588840000000005,140,4.115552
2024-06-19 04,160,3.601108,140,3.601108
2024-06-19 05,160,4.629996,160,4.115552
2024-06-19 06,150,5.14444,160,3.086664
2024-06-19 07,140,3.601108,150,3.086664
2024-06-19 08,150,5.6588840000000005,140,3.086664
2024-06-19 09,150,4.115552,130,2.057776
2024-06-19 10,150,4.115552,0,0
2024-06-19 11,150,3.601108,160,2.057776
2024-06-19 12,150,4.629996,140,2.057776
2024-06-19 13,160,3.086664,190,1.543332
2024-06-19 14,170,3.601108,190,1.543332
2024-06-19 15,140,3.601108,180,2.57222
2024-06-19 16,240,3.086664,170,2.57222
2024-06-19 17,340,2.57222,190,2.57222
2024-06-19 18,350,4.115552,160,3.601108
2024-06-19 19,30,3.601108,20,1.543332
2024-06-19 20,30,5.14444,350,2.057776
2024-06-19 21,40,3.601108,90,2.57222
2024-06-19 22,0,0,200,4.629996
2024-06-19 23,190,4.115552,210,3.601108
2024-06-20 00,170,2.57222,200,2.057776
2024-06-20 01,160,3.601108,180,2.057776
2024-06-20 02,160,3.601108,180,1.543332
2024-06-20 03,170,4.629996,160,3.086664
2024-06-20 04,160,3.601108,160,2.57222
2024-06-20 05,0,0,30,3.086664
2024-06-20 06,80,2.57222,120,3.086664
2024-06-20 07,120,2.57222,110,2.057776
2024-06-20 08,170,1.543332,140,2.057776
2024-06-20 09,160,4.115552,140,3.601108
2024-06-20 10,150,4.115552,160,3.086664
2024-06-20 11,150,4.629996,160,3.601108
2024-06-20 12,160,5.14444,190,4.629996
2024-06-20 13,180,2.57222,230,3.086664
2024-06-20 14,200,3.601108,230,3.086664
2024-06-20 15,300,4.629996,190,2.57222
2024-06-20 16,30,3.086664,320,2.57222
2024-06-20 17,50,3.086664,340,2.057776
2024-06-20 18,50,4.115552,10,2.57222
2024-06-20 19,40,4.115552,40,3.601108
2024-06-20 20,40,5.14444,360,3.601108
2024-06-20 21,40,4.115552,330,3.601108
2024-06-20 22,40,4.115552,50,2.057776
2024-06-20 23,50,4.115552,40,2.057776
2024-06-21 00,10,3.086664,80,2.057776
2024-06-21 01,30,3.601108,80,2.057776
2024-06-21 02,30,3.086664,100,2.057776
2024-06-21 03,30,4.629996,0,0
2024-06-21 04,30,3.086664,100,2.57222
2024-06-21 05,0,0,0,0
2024-06-21 06,0,0,0,0
2024-06-21 07,20,2.057776,0,0
2024-06-21 08,0,0,0,0
2024-06-21 09,160,1.543332,140,1.543332
2024-06-21 10,0,0,0,0
2024-06-21 11,270,2.57222,190,1.543332
2024-06-21 12,280,2.57222,270,2.057776
2024-06-21 13,280,2.057776,320,2.057776
2024-06-21 14,320,2.057776,300,4.115552
2024-06-21 15,340,2.57222,290,4.629996
2024-06-21 16,320,2.057776,330,3.086664
2024-06-21 17,300,2.57222,330,2.57222
2024-06-21 18,340,3.086664,320,2.57222
2024-06-21 19,360,2.57222,320,2.57222
2024-06-21 20,360,3.086664,40,2.057776
2024-06-21 21,30,2.057776,330,2.057776
2024-06-21 22,360,2.57222,360,1.543332
2024-06-21 23,30,2.57222,0,0
2024-06-22 00,40,3.086664,70,2.057776
2024-06-22 01,50,1.543332,0,0
2024-06-22 02,0,0,0,0
2024-06-22 03,0,0,0,0
2024-06-22 04,0,0,0,0
2024-06-22 05,180,1.543332,0,0
2024-06-22 06,150,1.543332,0,0
2024-06-22 07,320,1.543332,0,0
2024-06-22 08,160,3.601108,0,0
2024-06-22 09,160,2.57222,0,0
2024-06-22 10,180,3.601108,0,0
2024-06-22 11,190,2.57222,0,0
2024-06-22 12,240,3.086664,250,3.086664
2024-06-22 13,290,2.57222,270,3.601108
2024-06-22 14,290,2.057776,300,4.629996
2024-06-22 15,280,3.086664,280,6.687772
2024-06-22 17,0,0,290,4.629996
2024-06-22 18,320,2.057776,290,4.629996
2024-06-22 19,40,2.057776,270,3.086664
2024-06-22 20,340,3.086664,270,4.629996
2024-06-22 21,240,5.14444,300,3.601108
2024-06-22 22,230,6.173328,230,4.115552
2024-06-22 23,230,7.202216,240,5.6588840000000005
2024-06-23 00,200,3.601108,220,4.115552
2024-06-23 01,180,5.14444,210,3.601108
2024-06-23 02,200,6.173328,210,4.629996
2024-06-23 03,190,5.14444,200,4.115552
2024-06-23 04,180,6.687772,200,5.6588840000000005
2024-06-23 05,190,6.687772,200,5.14444
2024-06-23 06,190,5.6588840000000005,210,5.14444
2024-06-23 07,200,6.687772,210,4.629996
2024-06-23 08,190,8.745548,220,5.6588840000000005
2024-06-23 09,190,6.173328,210,6.687772
2024-06-23 10,210,6.173328,220,7.202216
2024-06-23 11,250,7.71666,270,8.231104
2024-06-23 12,160,6.173328,160,4.115552
2024-06-23 13,180,7.71666,200,4.629996
2024-06-23 14,200,3.601108,230,4.629996
2024-06-23 15,220,9.259992,240,7.202216
2024-06-23 16,230,7.202216,250,6.173328
2024-06-23 17,220,7.71666,240,7.202216
2024-06-23 18,260,6.173328,240,8.231104
2024-06-23 19,250,5.6588840000000005,250,5.6588840000000005
2024-06-23 20,280,8.231104,290,9.259992
2024-06-23 21,290,10.28888,300,8.745548
2024-06-23 22,280,7.71666,300,7.71666
2024-06-23 23,300,6.687772,320,3.086664
2024-06-24 00,300,6.173328,320,4.115552
2024-06-24 01,340,5.6588840000000005,350,3.086664
2024-06-24 02,360,6.173328,350,3.086664
2024-06-24 03,350,5.14444,10,3.086664
2024-06-24 04,10,6.173328,0,0
2024-06-24 05,10,4.115552,340,2.057776
2024-06-24 06,350,4.115552,350,2.57222
2024-06-24 07,10,5.14444,10,3.601108
2024-06-24 08,360,4.629996,350,2.057776
2024-06-24 09,350,6.173328,340,2.57222
2024-06-24 10,340,6.173328,350,2.57222
2024-06-24 11,20,4.629996,40,2.057776
2024-06-24 12,20,3.086664,20,2.057776
2024-06-24 13,350,2.57222,360,3.086664
2024-06-24 14,330,3.086664,350,3.086664
2024-06-24 15,330,4.115552,350,3.601108
2024-06-24 16,320,3.601108,360,3.601108
2024-06-24 17,330,3.601108,340,4.115552
2024-06-24 18,320,3.086664,340,3.086664
2024-06-24 19,320,3.601108,350,3.601108
2024-06-24 20,320,2.57222,320,2.057776
2024-06-24 21,330,3.086664,350,3.601108
2024-06-24 22,310,2.057776,60,1.543332
2024-06-24 23,300,1.543332,350,1.543332
2024-06-25 00,0,0,0,0
2024-06-25 01,0,0,0,0
2024-06-25 02,0,0,0,0
2024-06-25 03,150,2.57222,130,2.057776
2024-06-25 04,160,3.086664,0,0
2024-06-25 05,150,4.629996,160,2.57222
2024-06-25 06,150,5.14444,150,2.57222
2024-06-25 07,150,4.629996,160,3.086664
2024-06-25 08,160,5.6588840000000005,150,3.601108
2024-06-25 09,150,5.14444,170,3.601108
2024-06-25 10,160,5.6588840000000005,190,4.115552
2024-06-25 11,150,5.14444,180,4.115552
2024-06-25 12,160,5.14444,200,4.629996
2024-06-25 13,170,5.14444,200,5.14444
2024-06-25 14,190,5.14444,220,6.687772
2024-06-25 15,240,5.6588840000000005,240,6.173328
2024-06-25 18,190,7.71666,210,6.687772
2024-06-25 19,190,11.832212,200,6.173328
2024-06-25 20,180,7.71666,210,7.71666
2024-06-25 21,180,7.202216,200,6.173328
2024-06-25 22,220,6.173328,220,5.14444
2024-06-25 23,210,7.202216,210,4.629996
2024-06-26 00,200,5.6588840000000005,210,6.173328
2024-06-26 01,190,7.202216,220,4.629996
2024-06-26 02,190,6.687772,220,5.6588840000000005
2024-06-26 03,200,8.745548,220,5.6588840000000005
2024-06-26 04,210,7.202216,220,5.6588840000000005
2024-06-26 05,220,5.14444,230,5.14444
2024-06-26 06,230,5.14444,230,4.629996
2024-06-26 07,220,5.14444,250,4.115552
2024-06-26 08,230,3.601108,230,3.086664
2024-06-26 09,220,3.601108,250,2.57222
2024-06-26 10,220,2.57222,240,1.543332
2024-06-26 11,230,1.543332,240,2.57222
2024-06-26 12,250,3.086664,240,2.57222
2024-06-26 13,290,2.057776,230,2.057776
2024-06-26 15,210,2.57222,200,3.601108
2024-06-26 17,210,5.14444,330,2.057776
2024-06-26 18,270,7.202216,310,8.745548
2024-06-26 19,270,7.71666,310,2.57222
2024-06-26 20,260,4.629996,280,4.115552
2024-06-26 21,140,2.057776,100,1.543332
2024-06-26 22,0,0,0,0
2024-06-26 23,280,3.086664,290,2.057776
2024-06-27 00,260,2.57222,270,2.57222
2024-06-27 01,220,3.086664,200,1.543332
2024-06-27 02,200,3.601108,200,2.057776
2024-06-27 03,220,3.601108,210,2.57222
2024-06-27 04,210,1.543332,220,3.601108
2024-06-27 05,240,3.601108,240,2.57222
2024-06-27 06,360,7.71666,260,3.086664
2024-06-27 07,360,7.202216,10,2.57222
2024-06-27 08,10,6.687772,10,2.57222
2024-06-27 09,360,6.687772,360,2.57222
2024-06-27 10,10,5.6588840000000005,10,3.601108
2024-06-27 11,10,4.629996,30,3.086664
2024-06-27 12,20,4.629996,40,4.115552
2024-06-27 13,360,4.115552,350,3.601108
2024-06-27 14,350,4.115552,360,3.601108
2024-06-27 15,350,4.629996,350,5.14444
2024-06-27 16,330,4.115552,360,4.115552
2024-06-27 17,360,2.57222,10,4.629996
2024-06-27 18,360,3.601108,10,4.629996
2024-06-27 19,350,3.086664,70,3.601108
2024-06-27 20,350,3.601108,340,3.601108
2024-06-27 21,350,4.115552,10,3.601108
2024-06-27 22,10,4.115552,10,3.086664
2024-06-27 23,20,3.601108,30,3.086664
2024-06-28 00,40,3.086664,50,2.057776
2024-06-28 01,40,2.57222,0,0
2024-06-28 02,70,2.57222,0,0
2024-06-28 03,80,2.057776,0,0
2024-06-28 04,110,2.057776,0,0
2024-06-28 05,160,2.057776,0,0
2024-06-28 06,120,2.057776,120,1.543332
2024-06-28 07,110,1.543332,100,2.057776
2024-06-28 08,130,2.057776,0,0
2024-06-28 09,110,2.057776,0,0
2024-06-28 10,150,2.57222,140,2.57222
2024-06-28 11,150,2.57222,120,2.57222
2024-06-28 12,140,3.601108,150,3.086664
2024-06-28 13,160,3.601108,150,3.086664
2024-06-28 14,170,5.14444,160,4.115552
2024-06-28 15,140,5.6588840000000005,210,4.115552
2024-06-28 16,220,4.115552,220,2.57222
2024-06-28 17,350,3.601108,130,4.115552
2024-06-28 18,20,6.173328,200,2.57222
2024-06-28 19,30,5.6588840000000005,20,3.601108
2024-06-28 21,50,5.6588840000000005,50,4.115552
2024-06-28 22,40,5.14444,60,3.601108
2024-06-28 23,40,3.086664,70,1.543332
2024-06-29 00,40,3.601108,70,2.057776
2024-06-29 01,30,1.543332,70,2.057776
2024-06-29 02,150,1.543332,130,2.057776
2024-06-29 03,120,1.543332,140,3.086664
2024-06-29 04,150,3.086664,160,3.086664
2024-06-29 05,160,4.115552,160,3.086664
2024-06-29 06,160,4.629996,160,3.601108
2024-06-29 07,160,3.086664,170,3.601108
2024-06-29 08,180,7.71666,180,5.6588840000000005
2024-06-29 09,230,4.115552,200,4.115552
2024-06-29 10,140,3.086664,80,2.57222
2024-06-29 11,200,5.14444,210,5.6588840000000005
2024-06-29 12,190,2.57222,210,1.543332
2024-06-29 13,190,6.687772,200,6.173328
2024-06-29 14,190,6.687772,210,5.6588840000000005
2024-06-29 15,240,8.231104,220,5.14444
2024-06-29 16,220,9.259992,230,7.71666
2024-06-29 17,200,9.774436,220,5.6588840000000005
2024-06-29 18,220,5.6588840000000005,220,5.6588840000000005
2024-06-29 19,210,8.231104,230,6.687772
2024-06-29 20,230,8.231104,240,8.745548
2024-06-29 21,230,7.202216,240,7.71666
2024-06-29 22,220,7.202216,230,5.6588840000000005
2024-06-29 23,200,5.14444,240,5.14444
2024-06-30 00,210,7.202216,240,5.6588840000000005
2024-06-30 01,210,5.6588840000000005,230,5.6588840000000005
2024-06-30 02,220,5.14444,230,4.629996
2024-06-30 03,220,6.173328,220,5.14444
2024-06-30 04,230,5.14444,240,4.629996
2024-06-30 05,230,4.115552,250,5.14444
2024-06-30 06,230,4.115552,250,4.629996
2024-06-30 07,240,4.115552,260,4.629996
2024-06-30 08,250,3.601108,260,7.71666
2024-06-30 09,260,7.71666,260,7.202216
2024-06-30 10,270,5.6588840000000005,290,5.14444
2024-06-30 11,350,7.71666,10,5.6588840000000005
2024-06-30 12,360,5.6588840000000005,20,4.115552
2024-06-30 13,10,4.629996,10,4.629996
2024-06-30 14,330,6.173328,320,3.601108
2024-06-30 15,330,8.231104,340,4.629996
2024-06-30 16,320,7.202216,350,5.14444
2024-06-30 18,330,8.231104,340,6.173328
2024-06-30 19,330,7.202216,360,5.14444
2024-06-30 20,330,7.71666,350,3.086664
2024-06-30 21,340,7.202216,350,5.14444
2024-06-30 22,340,8.231104,10,5.14444
2024-06-30 23,360,7.71666,20,6.173328
2024-07-01 00,360,5.6588840000000005,10,4.629996
2024-07-01 01,20,5.14444,20,3.086664
2024-07-01 02,360,7.71666,10,4.115552
2024-07-01 03,20,8.745548,20,4.115552
2024-07-01 04,360,8.745548,350,2.57222
2024-07-01 05,10,6.687772,20,3.601108
2024-07-01 06,20,6.687772,0,0
2024-07-01 07,20,7.202216,0,0
2024-07-01 08,10,7.202216,40,2.057776
2024-07-01 09,20,7.71666,0,0
