hour_time,wd_BKL,ws_BKL,wd_CGF,ws_CGF
2024-03-31 22,30,5.14444,30,2.57222
2024-03-31 23,40,6.173328,60,3.086664
2024-04-01 00,40,5.14444,80,2.057776
2024-04-01 01,30,6.687772,40,2.57222
2024-04-01 02,30,5.14444,70,3.086664
2024-04-01 03,40,4.629996,50,3.086664
2024-04-01 04,30,3.601108,50,3.086664
2024-04-01 05,40,3.086664,50,2.057776
2024-04-01 06,80,3.086664,110,1.543332
2024-04-01 07,50,3.086664,100,1.543332
2024-04-01 08,40,5.14444,80,1.543332
2024-04-01 09,20,5.6588840000000005,50,2.057776
2024-04-01 10,340,3.601108,90,1.543332
2024-04-01 11,30,8.745548,40,4.115552
2024-04-01 12,40,8.231104,50,5.6588840000000005
2024-04-01 13,40,7.71666,40,4.629996
2024-04-01 14,40,5.14444,60,3.601108
2024-04-01 15,20,3.601108,70,3.086664
2024-04-01 16,20,6.173328,50,3.086664
2024-04-01 17,30,6.687772,40,5.14444
2024-04-01 18,40,7.202216,40,3.601108
2024-04-01 19,40,6.687772,40,4.115552
2024-04-01 20,30,6.687772,30,3.086664
2024-04-01 21,40,7.202216,30,4.115552
2024-04-01 22,40,5.6588840000000005,60,3.601108
2024-04-01 23,30,3.086664,70,4.115552
2024-04-02 00,40,2.57222,80,3.601108
2024-04-02 01,20,3.601108,90,4.115552
2024-04-02 02,360,4.115552,80,1.543332
2024-04-02 03,50,3.601108,70,3.086664
2024-04-02 04,60,4.115552,70,2.57222
2024-04-02 05,20,6.173328,10,3.086664
2024-04-02 06,40,6.687772,70,3.601108
2024-04-02 07,30,5.6588840000000005,20,2.057776
2024-04-02 08,40,4.629996,70,2.57222
2024-04-02 09,30,6.173328,80,2.57222
2024-04-02 10,30,3.601108,50,1.543332
2024-04-02 11,40,1.543332,110,1.543332
2024-04-02 12,50,4.629996,130,3.601108
2024-04-02 13,30,4.629996,130,3.601108
2024-04-02 14,30,5.6588840000000005,330,2.057776
2024-04-02 15,50,7.71666,40,3.086664
2024-04-02 16,20,6.687772,50,3.086664
2024-04-02 17,30,8.745548,50,4.629996
2024-04-02 18,30,7.202216,50,4.629996
2024-04-02 19,40,5.14444,80,2.057776
2024-04-02 20,40,5.14444,90,2.57222
2024-04-02 21,0,0,140,4.629996
2024-04-02 22,150,6.687772,150,6.173328
2024-04-02 23,140,7.71666,160,5.6588840000000005
2024-04-03 00,140,8.231104,160,5.6588840000000005
2024-04-03 01,140,4.629996,140,5.6588840000000005
2024-04-03 02,150,5.6588840000000005,160,4.115552
2024-04-03 03,160,6.173328,170,7.202216
2024-04-03 04,160,5.6588840000000005,160,4.629996
2024-04-03 05,190,3.601108,160,3.086664
2024-04-03 06,260,6.687772,270,4.629996
2024-04-03 07,260,5.6588840000000005,280,4.115552
2024-04-03 08,280,6.173328,300,2.057776
2024-04-03 09,260,8.745548,270,5.6588840000000005
2024-04-03 10,260,5.6588840000000005,260,5.6588840000000005
2024-04-03 11,260,7.71666,290,6.687772
2024-04-03 12,240,7.202216,280,5.6588840000000005
2024-04-03 13,230,7.202216,240,4.115552
2024-04-03 14,260,7.202216,300,4.115552
2024-04-03 15,240,5.6588840000000005,280,4.115552
2024-04-03 16,210,4.629996,250,6.687772
2024-04-03 17,190,6.687772,210,5.6588840000000005
2024-04-03 18,240,4.115552,220,4.629996
2024-04-03 19,180,3.601108,230,3.601108
2024-04-03 20,250,4.115552,210,2.057776
2024-04-03 21,40,4.115552,0,0
2024-04-03 22,10,2.057776,140,2.057776
2024-04-03 23,60,3.601108,330,4.629996
2024-04-04 00,80,3.086664,120,2.057776
2024-04-04 01,190,2.57222,160,2.57222
2024-04-04 02,170,3.601108,140,2.57222
2024-04-04 03,210,2.057776,190,3.601108
2024-04-04 04,200,2.57222,230,3.601108
2024-04-04 05,230,4.629996,210,3.086664
2024-04-04 06,200,3.086664,200,3.601108
2024-04-04 07,190,4.115552,200,2.57222
2024-04-04 08,230,3.601108,220,1.543332
2024-04-04 09,200,3.601108,210,2.57222
2024-04-04 10,230,3.601108,240,2.57222
2024-04-04 11,190,2.057776,200,2.057776
2024-04-04 12,220,2.057776,240,2.057776
2024-04-04 13,280,3.086664,240,2.057776
2024-04-04 14,280,3.086664,280,4.115552
2024-04-04 15,280,5.14444,280,4.115552
2024-04-04 16,290,5.6588840000000005,320,3.601108
2024-04-04 17,290,5.6588840000000005,300,4.629996
2024-04-04 18,290,4.629996,320,4.629996
2024-04-04 19,290,5.14444,290,4.115552
2024-04-04 20,280,5.6588840000000005,310,5.14444
2024-04-04 21,290,3.086664,310,6.173328
2024-04-04 22,300,3.601108,310,4.629996
2024-04-04 23,260,2.57222,300,1.543332
2024-04-05 00,260,2.57222,290,1.543332
2024-04-05 01,270,4.115552,250,1.543332
2024-04-05 02,270,6.687772,280,1.543332
2024-04-05 03,330,5.6588840000000005,300,4.629996
2024-04-05 04,340,5.14444,330,3.086664
2024-04-05 05,310,5.14444,310,3.086664
2024-04-05 06,320,7.71666,290,4.629996
2024-04-05 07,300,7.71666,300,4.115552
2024-04-05 08,340,4.115552,20,4.629996
2024-04-05 09,360,7.202216,360,3.086664
2024-04-05 10,340,8.231104,360,3.086664
2024-04-05 11,330,8.231104,340,5.6588840000000005
2024-04-05 12,340,9.774436,350,6.173328
2024-04-05 13,340,7.71666,360,5.6588840000000005
2024-04-05 14,330,7.71666,350,7.202216
2024-04-05 15,320,8.231104,340,6.173328
2024-04-05 16,310,6.687772,340,7.71666
2024-04-05 17,290,7.71666,330,5.14444
2024-04-05 18,300,8.231104,330,4.629996
2024-04-05 19,300,8.231104,290,8.745548
2024-04-05 20,300,8.231104,290,7.202216
2024-04-05 21,300,6.687772,300,5.6588840000000005
2024-04-05 22,330,6.687772,330,4.115552
2024-04-05 23,340,9.259992,330,5.6588840000000005
2024-04-06 00,330,9.259992,330,3.601108
2024-04-06 01,330,8.231104,320,4.629996
2024-04-06 02,320,8.231104,330,3.601108
2024-04-06 03,320,6.687772,320,3.601108
2024-04-06 04,330,6.687772,320,4.115552
2024-04-06 05,330,7.202216,320,3.601108
2024-04-06 06,330,6.687772,350,3.086664
2024-04-06 07,330,6.687772,330,3.086664
2024-04-06 08,310,6.173328,300,3.601108
2024-04-06 09,320,7.202216,310,2.057776
2024-04-06 10,320,6.687772,350,3.086664
2024-04-06 11,320,7.71666,330,3.086664
2024-04-06 12,300,7.202216,340,3.086664
2024-04-06 13,320,6.687772,330,4.115552
2024-04-06 14,310,6.173328,340,5.14444
2024-04-06 15,310,6.173328,340,4.629996
2024-04-06 16,310,5.6588840000000005,300,6.687772
2024-04-06 17,290,5.6588840000000005,310,6.173328
2024-04-06 18,280,5.6588840000000005,300,6.687772
2024-04-06 19,270,5.6588840000000005,310,5.14444
2024-04-06 20,260,5.6588840000000005,350,3.086664
2024-04-06 21,260,4.115552,310,4.115552
2024-04-06 22,260,3.601108,290,4.115552
2024-04-06 23,270,3.601108,290,3.601108
2024-04-07 00,280,3.086664,290,2.057776
2024-04-07 01,320,2.57222,0,0
2024-04-07 02,320,2.57222,0,0
2024-04-07 03,310,3.086664,300,1.543332
2024-04-07 04,310,2.057776,240,2.057776
2024-04-07 05,320,2.57222,0,0
2024-04-07 06,10,3.601108,0,0
2024-04-07 07,20,2.57222,0,0
2024-04-07 08,340,1.543332,0,0
2024-04-07 09,0,0,0,0
2024-04-07 10,0,0,0,0
2024-04-07 11,150,1.543332,0,0
2024-04-07 12,0,0,0,0
2024-04-07 13,330,2.057776,0,0
2024-04-07 14,300,2.057776,0,0
2024-04-07 15,350,2.57222,360,3.086664
2024-04-07 16,360,3.601108,330,4.115552
2024-04-07 17,20,4.115552,350,4.115552
2024-04-07 18,40,7.202216,30,5.14444
2024-04-07 19,30,6.687772,60,5.14444
2024-04-07 20,40,7.71666,50,5.14444
2024-04-07 21,40,7.202216,60,4.629996
2024-04-07 22,40,6.173328,60,4.629996
2024-04-07 23,40,4.115552,70,4.115552
2024-04-08 00,60,3.601108,90,3.601108
2024-04-08 01,60,3.601108,0,0
2024-04-08 02,90,2.057776,90,2.057776
2024-04-08 03,90,2.057776,110,1.543332
2024-04-08 04,70,2.57222,0,0
2024-04-08 05,0,0,0,0
2024-04-08 06,150,2.57222,130,2.057776
2024-04-08 07,130,3.086664,140,2.57222
2024-04-08 08,120,2.57222,150,2.057776
2024-04-08 09,130,6.173328,130,3.086664
2024-04-08 10,140,5.14444,150,3.601108
2024-04-08 11,130,5.14444,140,4.629996
2024-04-08 12,130,6.173328,140,5.14444
2024-04-08 13,150,7.71666,160,5.14444
2024-04-08 14,150,6.687772,150,6.173328
2024-04-08 15,150,6.173328,180,4.629996
2024-04-08 16,270,4.115552,240,3.601108
2024-04-08 17,330,3.601108,250,2.57222
2024-04-08 18,360,2.057776,320,3.601108
2024-04-08 19,70,1.543332,310,1.543332
2024-04-08 20,10,1.543332,290,1.543332
2024-04-08 21,340,1.543332,0,0
2024-04-08 22,30,1.543332,0,0
2024-04-08 23,0,0,0,0
2024-04-09 00,140,2.057776,150,2.057776
2024-04-09 01,40,1.543332,0,0
2024-04-09 02,160,3.086664,0,0
2024-04-09 03,150,3.601108,0,0
2024-04-09 04,160,4.629996,150,2.57222
2024-04-09 05,150,4.629996,160,2.57222
2024-04-09 06,150,5.14444,150,3.601108
2024-04-09 07,150,5.14444,150,4.115552
2024-04-09 08,150,5.6588840000000005,150,3.086664
2024-04-09 09,150,5.14444,150,3.086664
2024-04-09 10,160,5.14444,170,4.115552
2024-04-09 11,150,5.14444,180,2.57222
2024-04-09 12,160,5.6588840000000005,200,4.115552
2024-04-09 13,160,4.629996,200,5.6588840000000005
2024-04-09 14,180,5.6588840000000005,210,5.6588840000000005
2024-04-09 15,190,5.14444,190,5.14444
2024-04-09 16,190,5.6588840000000005,210,8.231104
2024-04-09 17,190,7.202216,220,6.173328
2024-04-09 18,220,7.202216,220,5.14444
2024-04-09 19,200,8.745548,220,5.6588840000000005
2024-04-09 20,200,7.202216,220,8.745548
2024-04-09 21,200,8.745548,210,6.173328
2024-04-09 22,200,6.173328,200,5.6588840000000005
2024-04-09 23,190,8.231104,230,7.202216
2024-04-10 00,190,5.6588840000000005,220,4.629996
2024-04-10 01,0,0,240,4.629996
2024-04-10 02,170,2.57222,227,5.6588840000000005
2024-04-10 03,170,6.687772,190,3.601108
2024-04-10 04,170,5.14444,190,4.629996
2024-04-10 05,160,5.14444,180,3.086664
2024-04-10 06,170,3.601108,190,4.629996
2024-04-10 07,200,5.14444,200,5.6588840000000005
2024-04-10 08,200,3.086664,190,4.115552
2024-04-10 09,240,5.14444,290,5.14444
2024-04-10 10,230,3.086664,270,2.057776
2024-04-10 11,270,2.57222,0,0
2024-04-10 12,270,2.57222,20,2.57222
2024-04-10 13,270,2.057776,360,2.57222
2024-04-10 14,310,2.057776,120,1.543332
2024-04-10 17,350,3.086664,340,2.057776
2024-04-10 18,30,3.086664,30,2.057776
2024-04-10 19,30,3.086664,360,1.543332
2024-04-10 20,20,2.57222,40,2.057776
2024-04-10 21,40,3.601108,40,2.57222
2024-04-10 22,40,3.601108,70,2.057776
2024-04-10 23,30,3.086664,100,2.57222
2024-04-11 00,50,2.57222,80,2.057776
2024-04-11 01,40,3.601108,70,1.543332
2024-04-11 02,50,3.601108,60,2.057776
2024-04-11 03,40,4.629996,60,2.057776
2024-04-11 04,40,4.115552,50,3.086664
2024-04-11 05,30,5.14444,100,2.57222
2024-04-11 07,140,2.057776,130,3.601108
2024-04-11 08,130,3.086664,130,4.115552
2024-04-11 09,120,2.57222,130,2.57222
2024-04-11 10,120,2.057776,130,2.057776
2024-04-11 11,120,3.086664,120,2.57222
2024-04-11 12,130,3.601108,140,2.57222
2024-04-11 13,130,4.629996,130,3.086664
2024-04-11 15,170,7.202216,170,5.6588840000000005
2024-04-11 16,150,5.14444,170,3.086664
2024-04-11 17,160,5.6588840000000005,160,3.086664
2024-04-11 18,160,6.173328,170,4.115552
2024-04-11 19,130,4.115552,140,4.115552
2024-04-11 20,130,4.629996,140,3.086664
2024-04-11 21,130,3.086664,140,4.629996
2024-04-11 22,140,3.601108,130,3.601108
2024-04-11 23,140,5.14444,140,3.601108
2024-04-12 00,150,3.086664,160,2.57222
2024-04-12 01,150,3.086664,160,3.086664
2024-04-12 02,170,3.601108,170,3.601108
2024-04-12 03,160,4.629996,190,3.086664
2024-04-12 04,250,10.803324,250,9.259992
2024-04-12 05,260,11.832212,250,11.317768000000001
2024-04-12 06,250,10.28888,260,11.317768000000001
2024-04-12 07,250,11.832212,260,10.803324
2024-04-12 08,260,12.8611,260,11.832212
2024-04-12 09,260,11.832212,260,10.28888
2024-04-12 10,250,13.889988,260,10.28888
2024-04-12 11,250,12.346656,260,12.346656
2024-04-12 12,240,10.803324,260,9.774436
2024-04-12 13,250,11.832212,270,8.745548
2024-04-12 14,250,12.346656,270,9.774436
2024-04-12 15,250,10.28888,260,9.259992
2024-04-12 16,250,14.404432,270,10.28888
2024-04-12 17,260,14.918876000000001,270,11.317768000000001
2024-04-12 18,260,15.43332,270,10.803324
2024-04-12 19,260,15.43332,270,11.832212
2024-04-12 20,260,14.918876000000001,270,11.317768000000001
2024-04-12 21,260,15.947764000000001,280,12.346656
2024-04-12 22,260,16.462208,280,13.375544
2024-04-12 23,270,14.918876000000001,290,13.889988
2024-04-13 00,280,14.404432,290,12.8611
2024-04-13 01,280,14.918876000000001,290,11.317768000000001
2024-04-13 02,280,12.8611,300,9.774436
2024-04-13 03,290,7.71666,290,6.687772
2024-04-13 04,280,11.832212,280,6.173328
2024-04-13 05,280,8.745548,290,5.6588840000000005
2024-04-13 06,290,7.71666,290,8.745548
2024-04-13 07,290,9.259992,280,8.231104
2024-04-13 08,280,9.259992,280,7.71666
2024-04-13 09,270,11.317768000000001,270,6.687772
2024-04-13 10,270,10.28888,270,9.259992
2024-04-13 11,270,11.317768000000001,280,9.259992
2024-04-13 12,270,10.803324,290,9.259992
2024-04-13 13,270,10.28888,290,9.259992
2024-04-13 14,270,10.803324,290,9.259992
2024-04-13 15,270,10.803324,270,7.71666
2024-04-13 16,260,10.28888,270,10.803324
2024-04-13 17,260,9.774436,270,11.317768000000001
2024-04-13 18,260,7.71666,280,10.28888
2024-04-13 19,270,5.6588840000000005,280,8.231104
2024-04-13 20,260,4.115552,270,7.71666
2024-04-13 21,270,4.115552,290,7.202216
2024-04-13 22,270,4.115552,280,5.6588840000000005
2024-04-13 23,250,3.601108,270,5.14444
2024-04-14 00,230,3.086664,250,3.601108
2024-04-14 01,220,4.629996,240,3.601108
2024-04-14 02,220,5.14444,250,4.115552
2024-04-14 03,220,5.14444,220,3.086664
2024-04-14 04,220,5.6588840000000005,220,4.115552
2024-04-14 05,210,6.687772,220,3.086664
2024-04-14 06,190,4.629996,180,2.057776
2024-04-14 07,170,4.629996,170,3.601108
2024-04-14 08,150,7.71666,160,4.629996
2024-04-14 09,160,6.173328,170,4.115552
2024-04-14 10,160,9.259992,200,5.6588840000000005
2024-04-14 11,180,8.745548,210,4.629996
2024-04-14 12,200,8.745548,230,7.71666
2024-04-14 13,210,8.231104,220,5.6588840000000005
2024-04-14 14,220,8.231104,240,7.71666
2024-04-14 15,230,9.774436,240,9.774436
2024-04-14 16,240,8.745548,250,9.774436
2024-04-14 17,270,5.6588840000000005,280,9.259992
2024-04-14 18,280,5.14444,290,6.687772
2024-04-14 19,250,5.14444,280,8.745548
2024-04-14 20,230,3.601108,280,3.601108
2024-04-14 21,260,7.202216,270,6.173328
2024-04-14 22,250,4.115552,280,5.6588840000000005
2024-04-14 23,250,5.14444,270,7.202216
2024-04-15 00,310,4.629996,290,3.601108
2024-04-15 01,270,3.086664,0,0
2024-04-15 02,0,0,0,0
2024-04-15 03,260,1.543332,0,0
2024-04-15 04,70,2.057776,0,0
2024-04-15 05,0,0,0,0
2024-04-15 06,20,1.543332,0,0
2024-04-15 07,40,2.57222,0,0
2024-04-15 08,40,3.601108,50,2.057776
2024-04-15 09,40,3.601108,0,0
2024-04-15 10,40,3.601108,0,0
2024-04-15 11,20,3.086664,70,2.057776
2024-04-15 12,30,5.14444,30,4.629996
2024-04-15 13,40,5.14444,60,3.086664
2024-04-15 14,20,4.115552,60,4.115552
2024-04-15 15,10,3.601108,60,5.14444
2024-04-15 16,20,3.601108,10,3.086664
2024-04-15 17,20,4.629996,360,3.601108
2024-04-15 18,20,3.601108,40,3.601108
2024-04-15 19,20,4.115552,360,2.57222
2024-04-15 20,30,4.115552,30,4.629996
2024-04-15 21,40,4.115552,30,4.629996
2024-04-15 22,40,3.086664,50,3.601108
2024-04-15 23,30,2.057776,80,2.57222
2024-04-16 00,0,0,0,0
2024-04-16 01,90,1.543332,110,2.057776
2024-04-16 02,120,3.086664,130,2.57222
2024-04-16 03,140,3.601108,130,3.086664
2024-04-16 04,150,5.14444,150,3.601108
2024-04-16 05,150,5.6588840000000005,150,3.601108
2024-04-16 06,150,5.14444,150,4.115552
2024-04-16 07,40,3.601108,110,1.543332
2024-04-16 08,40,3.601108,130,1.543332
2024-04-16 09,110,1.543332,130,2.57222
2024-04-16 10,150,2.57222,160,2.57222
2024-04-16 11,130,1.543332,130,2.57222
2024-04-16 12,160,3.086664,140,2.057776
2024-04-16 13,0,0,0,0
2024-04-16 14,120,2.057776,240,1.543332
2024-04-16 15,30,5.14444,150,2.057776
2024-04-16 16,40,5.14444,30,3.601108
2024-04-16 17,40,5.6588840000000005,20,4.629996
2024-04-16 18,40,7.71666,50,4.629996
2024-04-16 19,40,7.202216,20,4.629996
2024-04-16 20,30,7.202216,30,5.14444
2024-04-16 21,40,7.71666,50,5.14444
2024-04-16 22,40,6.687772,60,6.173328
2024-04-16 23,40,6.687772,60,4.115552
2024-04-17 00,40,4.629996,90,4.115552
2024-04-17 01,50,3.601108,90,4.115552
2024-04-17 02,50,3.601108,100,3.601108
2024-04-17 03,40,3.601108,120,4.629996
2024-04-17 04,30,3.086664,130,5.6588840000000005
2024-04-17 05,140,4.115552,130,5.6588840000000005
2024-04-17 06,140,5.6588840000000005,140,4.629996
2024-04-17 07,160,6.687772,130,4.629996
2024-04-17 08,160,7.71666,160,4.629996
2024-04-17 09,150,5.6588840000000005,170,3.086664
2024-04-17 10,150,4.629996,170,4.115552
2024-04-17 11,160,5.14444,170,4.115552
2024-04-17 12,140,2.57222,190,2.57222
2024-04-17 13,180,5.6588840000000005,200,4.629996
2024-04-17 14,190,7.71666,220,7.202216
2024-04-17 15,200,8.231104,200,7.71666
2024-04-17 16,210,9.774436,200,6.687772
2024-04-17 17,190,8.745548,220,6.173328
2024-04-17 18,200,7.71666,210,7.202216
2024-04-17 19,180,8.231104,210,6.173328
2024-04-17 20,210,8.745548,190,5.6588840000000005
2024-04-17 21,210,5.14444,190,5.6588840000000005
2024-04-17 22,280,4.629996,280,4.629996
2024-04-17 23,230,4.115552,260,3.086664
2024-04-18 00,260,7.202216,260,5.6588840000000005
2024-04-18 01,260,6.173328,280,6.173328
2024-04-18 02,250,5.14444,260,4.629996
2024-04-18 03,250,5.6588840000000005,260,6.173328
2024-04-18 04,240,5.14444,240,3.601108
2024-04-18 05,240,4.629996,260,4.629996
2024-04-18 06,250,5.6588840000000005,250,7.202216
2024-04-18 07,250,6.687772,260,6.687772
2024-04-18 08,250,5.14444,260,6.173328
2024-04-18 09,260,5.6588840000000005,260,7.202216
2024-04-18 10,250,4.629996,270,5.6588840000000005
2024-04-18 11,260,5.14444,280,3.086664
2024-04-18 12,250,6.687772,280,5.6588840000000005
2024-04-18 13,260,5.14444,290,6.173328
2024-04-18 14,270,3.086664,300,5.14444
2024-04-18 15,280,3.086664,290,5.14444
2024-04-18 16,310,2.57222,300,6.173328
2024-04-18 17,330,3.086664,330,3.086664
2024-04-18 18,360,2.57222,310,4.115552
2024-04-18 19,20,2.57222,20,2.57222
2024-04-18 20,50,3.086664,330,2.57222
2024-04-18 21,30,4.115552,0,0
2024-04-18 22,40,4.115552,80,2.057776
2024-04-18 23,40,2.57222,80,2.057776
2024-04-19 00,130,2.57222,120,2.057776
2024-04-19 01,10,3.086664,140,3.086664
2024-04-19 02,150,1.543332,140,1.543332
2024-04-19 03,50,1.543332,120,2.057776
2024-04-19 04,150,4.115552,130,4.115552
2024-04-19 05,150,6.173328,130,4.115552
2024-04-19 06,150,5.14444,140,4.629996
2024-04-19 07,150,6.173328,140,5.6588840000000005
2024-04-19 08,150,6.173328,150,5.6588840000000005
2024-04-19 09,210,1.543332,270,2.57222
2024-04-19 10,0,0,170,2.057776
2024-04-19 11,210,3.601108,210,2.57222
2024-04-19 12,220,4.629996,220,3.601108
2024-04-19 13,260,6.687772,270,6.173328
2024-04-19 14,260,7.202216,270,6.173328
2024-04-19 15,250,3.601108,290,5.6588840000000005
2024-04-19 16,260,7.202216,290,3.086664
2024-04-19 17,260,8.745548,280,7.71666
2024-04-19 18,260,6.687772,280,5.6588840000000005
2024-04-19 19,280,5.14444,280,6.687772
2024-04-19 20,290,6.173328,280,5.6588840000000005
2024-04-19 21,260,4.629996,280,5.14444
2024-04-19 22,260,4.629996,270,6.173328
2024-04-19 23,260,6.173328,270,6.687772
2024-04-20 00,260,7.202216,270,6.173328
2024-04-20 01,270,7.71666,280,6.173328
2024-04-20 02,270,8.231104,280,5.6588840000000005
2024-04-20 03,270,6.173328,270,5.6588840000000005
2024-04-20 04,250,4.115552,270,3.086664
2024-04-20 05,250,4.115552,240,3.086664
2024-04-20 06,220,4.115552,220,2.57222
2024-04-20 07,210,4.629996,210,3.086664
2024-04-20 08,230,5.14444,230,4.115552
2024-04-20 09,280,9.774436,270,6.687772
2024-04-20 10,270,10.28888,290,4.629996
2024-04-20 11,260,11.832212,280,6.687772
2024-04-20 12,260,11.832212,290,8.231104
2024-04-20 13,290,10.803324,300,8.231104
2024-04-20 14,280,11.317768000000001,300,9.259992
2024-04-20 15,290,10.803324,300,9.259992
2024-04-20 16,280,9.774436,290,9.259992
2024-04-20 17,270,9.774436,310,9.774436
2024-04-20 18,290,8.231104,290,6.687772
2024-04-20 19,280,7.202216,300,5.6588840000000005
2024-04-20 20,290,5.6588840000000005,290,6.687772
2024-04-20 21,290,6.173328,310,4.629996
2024-04-20 22,300,4.629996,310,6.173328
2024-04-20 23,290,3.086664,310,4.115552
2024-04-21 00,300,2.57222,310,3.086664
2024-04-21 01,260,2.057776,240,2.057776
2024-04-21 02,290,6.173328,270,3.601108
2024-04-21 03,290,7.71666,290,3.601108
2024-04-21 04,310,5.6588840000000005,300,3.086664
2024-04-21 05,320,4.629996,300,3.601108
2024-04-21 06,310,5.14444,280,3.601108
2024-04-21 07,310,5.6588840000000005,310,2.57222
2024-04-21 08,290,6.687772,290,3.601108
2024-04-21 09,290,5.6588840000000005,280,3.601108
2024-04-21 10,310,7.202216,300,3.601108
2024-04-21 11,300,4.115552,290,3.601108
2024-04-21 12,300,5.14444,320,3.086664
2024-04-21 13,300,5.14444,300,4.629996
2024-04-21 14,300,5.14444,320,4.629996
2024-04-21 15,290,4.629996,300,4.629996
2024-04-21 16,280,4.115552,320,4.629996
2024-04-21 17,270,5.14444,300,5.6588840000000005
2024-04-21 18,280,6.687772,270,6.687772
2024-04-21 19,270,6.687772,310,7.202216
2024-04-21 20,270,5.6588840000000005,300,5.14444
2024-04-21 21,260,3.086664,270,5.14444
2024-04-21 22,270,4.115552,270,5.14444
2024-04-21 23,260,5.6588840000000005,260,3.601108
2024-04-22 00,220,3.601108,240,1.543332
2024-04-22 01,210,4.629996,170,1.543332
2024-04-22 02,210,4.629996,0,0
2024-04-22 03,220,4.629996,0,0
2024-04-22 04,220,4.629996,230,2.57222
2024-04-22 05,230,2.57222,220,2.057776
2024-04-22 06,300,7.202216,0,0
2024-04-22 07,300,6.173328,280,1.543332
2024-04-22 08,330,4.115552,310,1.543332
2024-04-22 09,20,3.086664,140,1.543332
2024-04-22 10,0,0,0,0
2024-04-22 11,150,2.057776,0,0
2024-04-22 12,0,0,140,1.543332
2024-04-22 13,300,2.057776,130,2.057776
2024-04-22 14,270,3.086664,250,2.57222
2024-04-22 15,300,3.086664,290,4.629996
2024-04-22 16,300,2.057776,280,3.601108
2024-04-22 17,310,2.057776,270,3.086664
2024-04-22 18,310,3.086664,300,4.629996
2024-04-22 19,320,2.57222,270,4.115552
2024-04-22 20,20,2.057776,280,3.601108
2024-04-22 21,30,1.543332,290,2.57222
2024-04-22 22,30,1.543332,260,2.057776
2024-04-22 23,70,1.543332,0,0
2024-04-23 00,200,3.601108,230,2.057776
2024-04-23 01,180,4.115552,180,2.57222
2024-04-23 02,190,4.629996,180,3.086664
2024-04-23 03,180,5.14444,190,3.601108
2024-04-23 04,180,6.173328,190,3.601108
2024-04-23 05,180,5.14444,170,3.601108
2024-04-23 06,170,5.14444,180,3.601108
2024-04-23 07,160,5.14444,190,4.629996
2024-04-23 08,160,5.6588840000000005,180,4.629996
2024-04-23 09,150,6.687772,200,5.6588840000000005
2024-04-23 10,160,6.173328,200,5.14444
2024-04-23 11,170,5.6588840000000005,200,5.6588840000000005
2024-04-23 12,180,7.71666,200,5.14444
2024-04-23 13,190,11.317768000000001,220,8.231104
2024-04-23 14,190,11.317768000000001,210,8.231104
2024-04-23 15,180,10.28888,210,6.687772
2024-04-23 17,200,8.745548,220,8.231104
2024-04-23 18,240,11.832212,230,8.745548
2024-04-23 19,210,13.375544,250,9.259992
2024-04-23 20,200,3.601108,210,4.629996
2024-04-23 21,280,4.115552,290,2.057776
2024-04-23 22,250,5.14444,260,5.14444
2024-04-23 23,240,5.6588840000000005,270,5.6588840000000005
2024-04-24 00,240,4.115552,250,4.115552
2024-04-24 01,150,5.14444,190,2.057776
2024-04-24 02,160,4.115552,200,5.6588840000000005
2024-04-24 03,180,4.115552,190,3.601108
2024-04-24 04,180,4.629996,210,2.57222
2024-04-24 05,230,6.173328,240,4.629996
2024-04-24 06,270,4.115552,270,5.14444
2024-04-24 07,230,3.086664,260,2.057776
2024-04-24 08,250,5.14444,250,3.601108
2024-04-24 09,260,7.202216,260,4.115552
2024-04-24 10,250,6.687772,280,5.14444
2024-04-24 11,290,7.71666,290,5.14444
2024-04-24 12,350,8.231104,10,5.6588840000000005
2024-04-24 13,330,9.259992,360,3.601108
2024-04-24 14,330,7.71666,340,2.57222
2024-04-24 15,330,8.231104,330,4.115552
2024-04-24 16,320,8.231104,320,5.14444
2024-04-24 17,320,7.71666,330,6.173328
2024-04-24 18,340,7.202216,330,3.601108
2024-04-24 19,330,6.173328,320,4.629996
2024-04-24 20,330,7.202216,350,4.115552
2024-04-24 21,340,6.173328,340,4.115552
2024-04-24 22,330,6.173328,330,3.086664
2024-04-25 03,360,4.629996,340,2.57222
2024-04-25 04,350,4.115552,350,1.543332
2024-04-25 05,340,2.57222,10,2.057776
2024-04-25 06,360,2.57222,0,0
2024-04-25 07,340,1.543332,0,0
2024-04-25 08,0,0,0,0
2024-04-25 09,0,0,0,0
2024-04-25 10,0,0,0,0
2024-04-25 12,0,0,60,2.57222
2024-04-25 13,340,2.57222,30,3.086664
2024-04-25 14,320,2.57222,20,2.57222
2024-04-25 15,350,5.14444,10,3.086664
2024-04-25 16,10,6.687772,360,6.687772
2024-04-25 17,10,7.202216,20,6.173328
2024-04-25 18,20,8.745548,30,5.6588840000000005
2024-04-25 19,20,9.774436,20,5.6588840000000005
2024-04-25 20,30,9.774436,20,5.6588840000000005
2024-04-25 21,40,8.231104,20,5.6588840000000005
2024-04-25 22,30,8.745548,30,4.115552
2024-04-25 23,50,4.629996,60,4.629996
2024-04-26 00,50,1.543332,80,1.543332
2024-04-26 01,70,2.057776,0,0
2024-04-26 02,70,2.57222,80,2.057776
2024-04-26 03,40,2.057776,90,2.57222
2024-04-26 04,0,0,90,2.57222
