hour_time,wd_CLE,ws_CLE,wd_BKL,ws_BKL
2024-07-02 14,150,6.687772,140,5.14444
2024-07-02 15,140,5.6588840000000005,140,4.629996
2024-07-02 16,120,6.687772,130,6.173328
2024-07-02 17,150,5.6588840000000005,170,5.14444
2024-07-02 18,130,3.601108,160,5.14444
2024-07-02 19,140,6.173328,140,4.115552
2024-07-02 20,150,5.6588840000000005,160,6.687772
2024-07-02 21,170,4.115552,140,5.6588840000000005
2024-07-02 22,140,3.086664,140,3.086664
2024-07-02 23,150,3.601108,150,4.629996
2024-07-03 00,150,3.086664,140,4.115552
2024-07-03 01,150,3.601108,140,3.601108
2024-07-03 02,160,3.601108,160,4.115552
2024-07-03 03,160,3.601108,150,5.14444
2024-07-03 04,170,3.601108,160,5.14444
2024-07-03 05,160,4.115552,160,5.6588840000000005
2024-07-03 06,160,3.601108,160,6.687772
2024-07-03 07,180,4.115552,160,6.687772
2024-07-03 08,180,5.6588840000000005,160,7.71666
2024-07-03 09,180,7.202216,160,7.202216
2024-07-03 10,180,4.629996,160,8.745548
2024-07-03 11,180,5.14444,160,8.745548
2024-07-03 12,200,6.687772,170,5.6588840000000005
2024-07-03 13,210,7.202216,180,6.687772
2024-07-03 14,200,8.231104,200,8.231104
2024-07-03 15,210,5.6588840000000005,210,9.259992
2024-07-03 16,250,6.173328,220,7.202216
2024-07-03 17,210,7.202216,230,9.259992
2024-07-03 18,210,9.774436,230,8.745548
2024-07-03 19,190,5.14444,170,6.173328
2024-07-03 20,210,7.202216,200,6.687772
2024-07-03 21,200,6.173328,230,7.202216
2024-07-03 22,220,4.629996,210,4.115552
2024-07-03 23,220,3.601108,200,5.14444
2024-07-04 01,190,5.14444,190,2.057776
2024-07-04 02,200,4.115552,180,4.629996
2024-07-04 03,200,4.629996,190,5.14444
2024-07-04 04,210,4.115552,190,4.629996
2024-07-04 05,200,3.601108,230,3.601108
2024-07-04 06,220,2.057776,210,3.086664
2024-07-04 07,210,1.543332,230,3.086664
2024-07-04 08,220,1.543332,200,2.057776
2024-07-04 09,180,2.57222,170,1.543332
2024-07-04 10,250,2.57222,170,2.057776
2024-07-04 12,40,1.543332,0,0
2024-07-04 13,80,2.057776,100,2.057776
2024-07-04 14,0,0,10,2.57222
2024-07-04 15,280,2.057776,320,2.057776
2024-07-04 16,260,2.57222,330,3.086664
2024-07-04 17,290,2.057776,360,3.086664
2024-07-04 18,350,4.115552,360,3.086664
2024-07-04 19,50,2.057776,50,2.57222
2024-07-04 20,70,3.086664,40,2.57222
2024-07-04 21,80,3.601108,40,2.057776
2024-07-04 22,190,2.057776,0,0
2024-07-04 23,230,2.057776,340,1.543332
2024-07-05 00,330,3.086664,230,2.57222
2024-07-05 01,50,2.057776,0,0
2024-07-05 02,0,0,130,1.543332
2024-07-05 03,350,2.057776,340,1.543332
2024-07-05 04,20,2.57222,10,1.543332
2024-07-05 05,70,2.57222,30,2.057776
2024-07-05 06,0,0,0,0
2024-07-05 07,340,2.057776,0,0
2024-07-05 08,290,2.057776,340,1.543332
2024-07-05 09,300,2.57222,10,4.115552
2024-07-05 10,320,2.57222,20,2.057776
2024-07-05 11,340,1.543332,360,1.543332
2024-07-05 12,340,1.543332,40,1.543332
2024-07-05 13,0,0,310,2.57222
2024-07-05 14,270,2.57222,300,2.057776
2024-07-05 15,0,0,330,3.086664
2024-07-05 16,210,3.601108,340,3.601108
2024-07-05 17,300,3.601108,320,3.601108
2024-07-05 18,350,2.57222,360,2.57222
2024-07-05 19,40,1.543332,60,2.57222
2024-07-05 20,340,3.601108,350,2.057776
2024-07-05 21,360,2.057776,320,1.543332
2024-07-05 22,110,2.057776,100,2.057776
2024-07-05 23,130,3.601108,130,3.601108
2024-07-06 00,160,2.57222,150,3.086664
2024-07-06 01,220,2.057776,140,1.543332
2024-07-06 02,200,3.086664,220,1.543332
2024-07-06 03,190,2.57222,180,4.115552
2024-07-06 04,200,3.086664,170,4.115552
2024-07-06 05,200,3.601108,210,6.173328
2024-07-06 06,250,3.086664,220,3.601108
2024-07-06 07,210,2.057776,220,4.115552
2024-07-06 08,210,3.086664,220,3.601108
2024-07-06 09,220,3.086664,220,4.629996
2024-07-06 10,210,2.57222,220,4.115552
2024-07-06 11,220,4.115552,220,4.115552
2024-07-06 12,240,4.629996,250,4.629996
2024-07-06 13,260,5.6588840000000005,260,7.202216
2024-07-06 14,260,6.173328,280,6.173328
2024-07-06 15,240,5.14444,290,6.687772
2024-07-06 16,260,5.14444,280,5.6588840000000005
2024-07-06 17,240,5.14444,290,4.115552
2024-07-06 18,230,5.6588840000000005,290,3.601108
2024-07-06 19,240,6.687772,290,3.601108
2024-07-06 20,320,4.115552,300,4.629996
2024-07-06 21,290,4.629996,290,4.629996
2024-07-06 22,310,4.115552,280,3.601108
2024-07-06 23,270,3.601108,260,2.57222
2024-07-07 00,300,1.543332,240,2.057776
2024-07-07 01,0,0,0,0
2024-07-07 02,240,1.543332,0,0
2024-07-07 03,0,0,0,0
2024-07-07 04,190,1.543332,0,0
2024-07-07 05,210,2.057776,170,2.57222
2024-07-07 06,220,1.543332,160,2.57222
2024-07-07 07,0,0,170,1.543332
2024-07-07 08,0,0,190,1.543332
2024-07-07 09,200,1.543332,160,2.057776
2024-07-07 10,180,1.543332,160,2.057776
2024-07-07 11,230,1.543332,170,2.057776
2024-07-07 12,0,0,250,1.543332
2024-07-07 13,230,2.057776,290,2.57222
2024-07-07 15,290,3.601108,330,4.115552
2024-07-07 16,10,3.086664,330,3.601108
2024-07-07 17,360,4.115552,320,3.601108
2024-07-07 18,10,4.629996,320,4.115552
2024-07-07 19,10,4.629996,350,3.086664
2024-07-07 20,350,4.629996,20,3.086664
2024-07-07 21,10,3.601108,40,3.601108
2024-07-07 22,10,2.57222,50,3.086664
2024-07-07 23,10,3.601108,30,3.086664
2024-07-08 00,50,2.57222,50,3.086664
2024-07-08 01,80,2.57222,60,1.543332
2024-07-08 02,80,2.057776,110,2.057776
2024-07-08 03,140,2.57222,140,3.086664
2024-07-08 04,160,1.543332,150,3.086664
2024-07-08 05,0,0,150,2.57222
2024-07-08 06,160,2.057776,140,4.115552
2024-07-08 07,180,2.057776,150,4.629996
2024-07-08 08,240,2.057776,150,5.6588840000000005
2024-07-08 09,0,0,150,4.629996
2024-07-08 10,0,0,150,5.14444
2024-07-08 11,160,1.543332,160,4.629996
2024-07-08 12,170,2.57222,150,4.629996
2024-07-08 13,230,2.057776,170,2.57222
2024-07-08 14,240,2.057776,320,2.57222
2024-07-08 15,0,0,320,3.086664
2024-07-08 17,230,3.086664,350,4.115552
2024-07-08 18,10,3.601108,20,3.086664
2024-07-08 19,20,5.14444,30,3.601108
2024-07-08 20,10,4.629996,20,4.115552
2024-07-08 21,20,3.601108,40,4.629996
2024-07-08 22,20,3.601108,40,3.601108
2024-07-08 23,20,2.57222,50,3.086664
2024-07-09 00,30,1.543332,40,2.57222
2024-07-09 01,200,2.057776,0,0
2024-07-09 02,200,2.57222,220,1.543332
2024-07-09 03,210,3.601108,190,3.601108
2024-07-09 04,190,3.086664,180,4.629996
2024-07-09 05,180,2.57222,170,3.601108
2024-07-09 06,190,2.57222,170,3.086664
2024-07-09 07,200,2.57222,160,2.57222
2024-07-09 08,200,3.086664,170,3.086664
2024-07-09 09,220,2.057776,170,2.57222
2024-07-09 10,230,2.057776,170,2.57222
2024-07-09 11,210,3.601108,160,3.086664
2024-07-09 12,210,2.57222,180,3.601108
2024-07-09 13,210,3.086664,200,3.086664
2024-07-09 14,270,2.57222,290,4.115552
2024-07-09 15,270,1.543332,290,2.57222
2024-07-09 16,320,1.543332,300,3.086664
2024-07-09 17,230,2.57222,300,2.57222
2024-07-09 18,210,2.057776,350,2.057776
2024-07-09 19,340,4.115552,0,0
2024-07-09 20,0,0,40,3.086664
2024-07-09 21,80,3.086664,360,2.057776
2024-07-09 22,60,2.57222,30,3.086664
2024-07-09 23,20,4.115552,30,4.629996
2024-07-10 00,30,3.601108,40,3.601108
2024-07-10 01,50,3.601108,50,3.086664
2024-07-10 02,60,4.629996,60,3.601108
2024-07-10 03,70,4.115552,60,4.629996
2024-07-10 04,80,4.629996,80,3.086664
2024-07-10 05,90,3.086664,70,3.086664
2024-07-10 06,110,5.6588840000000005,100,2.57222
2024-07-10 07,140,5.6588840000000005,120,2.57222
2024-07-10 09,190,5.14444,160,5.6588840000000005
2024-07-10 10,190,3.601108,180,4.629996
2024-07-10 11,180,3.601108,190,4.115552
2024-07-10 12,180,4.115552,190,6.173328
2024-07-10 13,190,6.687772,200,6.687772
2024-07-10 14,210,4.115552,210,8.231104
2024-07-10 15,200,6.173328,180,8.231104
2024-07-10 16,200,6.687772,190,9.774436
2024-07-10 17,200,7.202216,180,8.231104
2024-07-10 18,210,9.774436,190,8.745548
2024-07-10 19,200,5.14444,200,8.231104
2024-07-10 20,210,8.745548,190,9.774436
2024-07-10 21,190,4.629996,190,8.231104
2024-07-10 22,270,7.202216,220,8.231104
2024-07-10 23,280,6.687772,280,11.317768000000001
2024-07-11 00,280,6.687772,280,11.832212
2024-07-11 01,280,5.6588840000000005,290,12.346656
2024-07-11 02,290,7.71666,290,10.28888
2024-07-11 03,290,6.173328,280,13.375544
2024-07-11 04,300,8.231104,290,11.832212
2024-07-11 05,300,6.173328,310,10.28888
2024-07-11 06,310,6.687772,300,9.259992
2024-07-11 07,310,7.202216,290,10.803324
2024-07-11 08,300,7.71666,310,11.317768000000001
2024-07-11 09,300,5.6588840000000005,310,7.71666
2024-07-11 10,310,5.14444,310,7.202216
2024-07-11 11,320,5.6588840000000005,330,7.202216
2024-07-11 12,330,5.14444,320,6.687772
2024-07-11 13,340,5.14444,300,5.6588840000000005
2024-07-11 14,330,5.14444,290,5.6588840000000005
2024-07-11 15,330,5.14444,280,5.6588840000000005
2024-07-11 16,340,3.601108,290,5.6588840000000005
2024-07-11 17,350,5.14444,300,5.6588840000000005
2024-07-11 18,10,5.6588840000000005,290,4.115552
2024-07-11 19,350,5.14444,270,3.601108
2024-07-11 20,330,3.601108,280,3.086664
2024-07-11 21,350,3.086664,270,3.086664
2024-07-11 23,10,2.57222,290,2.57222
2024-07-12 00,10,2.057776,0,0
2024-07-12 01,20,1.543332,0,0
2024-07-12 02,10,2.057776,0,0
2024-07-12 03,150,2.057776,50,1.543332
2024-07-12 04,0,0,100,1.543332
2024-07-12 05,0,0,0,0
2024-07-12 06,170,2.057776,130,1.543332
2024-07-12 07,0,0,140,3.601108
2024-07-12 08,0,0,150,3.601108
2024-07-12 09,140,1.543332,140,4.115552
2024-07-12 10,0,0,150,3.601108
2024-07-12 11,160,2.57222,160,4.115552
2024-07-12 12,170,3.601108,160,4.115552
2024-07-12 13,150,2.057776,180,3.601108
2024-07-12 14,0,0,170,3.086664
2024-07-12 16,360,4.115552,20,4.629996
2024-07-12 17,50,4.115552,40,4.629996
2024-07-12 18,350,5.6588840000000005,20,4.629996
2024-07-12 19,20,4.629996,30,5.14444
2024-07-12 20,20,3.601108,30,5.6588840000000005
2024-07-12 21,360,3.601108,30,5.14444
2024-07-12 22,20,4.629996,40,6.173328
2024-07-12 23,20,4.115552,40,4.629996
2024-07-13 00,20,2.57222,40,3.086664
2024-07-13 01,360,2.057776,40,2.57222
2024-07-13 02,350,1.543332,50,2.57222
2024-07-13 03,10,1.543332,60,1.543332
2024-07-13 04,80,1.543332,0,0
2024-07-13 05,0,0,0,0
2024-07-13 06,0,0,40,2.057776
2024-07-13 07,40,1.543332,100,2.057776
2024-07-13 08,0,0,0,0
2024-07-13 09,0,0,90,1.543332
2024-07-13 10,160,2.57222,0,0
2024-07-13 11,0,0,0,0
2024-07-13 12,160,1.543332,360,1.543332
2024-07-13 13,0,0,320,1.543332
2024-07-13 14,0,0,350,3.086664
2024-07-13 15,0,0,350,3.086664
2024-07-13 16,340,4.629996,10,4.629996
2024-07-13 17,350,6.173328,20,5.6588840000000005
2024-07-13 18,360,5.14444,30,5.14444
2024-07-13 19,20,4.629996,20,5.14444
2024-07-13 20,10,4.115552,30,5.6588840000000005
2024-07-13 21,40,4.115552,30,4.629996
2024-07-13 22,10,3.086664,40,5.14444
2024-07-13 23,40,2.057776,40,2.57222
2024-07-14 00,360,1.543332,10,1.543332
2024-07-14 01,0,0,0,0
2024-07-14 02,180,1.543332,0,0
2024-07-14 03,0,0,180,1.543332
2024-07-14 04,160,2.057776,160,4.115552
2024-07-14 05,160,3.601108,150,4.115552
2024-07-14 06,170,3.086664,150,4.115552
2024-07-14 07,240,1.543332,160,5.14444
2024-07-14 08,210,2.057776,150,4.115552
2024-07-14 09,180,2.57222,160,4.629996
2024-07-14 10,190,3.086664,160,3.601108
2024-07-14 11,200,3.601108,170,4.115552
2024-07-14 12,230,4.629996,180,4.115552
2024-07-14 13,220,4.629996,220,8.231104
2024-07-14 14,220,4.629996,230,7.202216
2024-07-14 15,250,5.14444,250,5.6588840000000005
2024-07-14 16,220,5.6588840000000005,200,7.202216
2024-07-14 17,210,5.6588840000000005,210,4.629996
2024-07-14 18,230,5.6588840000000005,210,4.629996
2024-07-14 19,200,5.14444,200,5.6588840000000005
2024-07-14 20,240,8.745548,190,6.687772
2024-07-14 21,210,4.629996,200,6.687772
2024-07-14 22,280,10.28888,280,11.832212
2024-07-14 23,210,2.57222,160,3.086664
2024-07-15 00,210,5.14444,200,3.086664
2024-07-15 01,200,3.601108,190,4.115552
2024-07-15 02,200,3.601108,210,3.601108
2024-07-15 03,200,3.601108,210,5.14444
2024-07-15 04,220,3.086664,220,5.6588840000000005
2024-07-15 05,230,4.115552,220,5.6588840000000005
2024-07-15 06,210,3.086664,200,3.601108
2024-07-15 07,210,3.601108,180,4.115552
2024-07-15 08,210,3.601108,190,4.115552
2024-07-15 09,220,4.115552,190,7.202216
2024-07-15 10,200,4.629996,180,6.173328
2024-07-15 11,200,5.14444,190,8.745548
2024-07-15 12,210,5.14444,200,6.173328
2024-07-15 13,200,5.6588840000000005,190,5.6588840000000005
2024-07-15 14,220,5.6588840000000005,210,5.6588840000000005
2024-07-15 15,220,7.71666,230,7.202216
2024-07-15 16,270,8.745548,280,9.774436
2024-07-15 17,270,9.259992,280,8.745548
2024-07-15 18,250,6.687772,290,8.745548
2024-07-15 19,260,8.745548,290,6.687772
2024-07-15 20,270,6.173328,290,5.14444
2024-07-15 21,260,5.6588840000000005,310,2.057776
2024-07-15 22,230,6.687772,0,0
2024-07-15 23,230,3.601108,0,0
2024-07-16 00,230,2.57222,0,0
2024-07-16 01,160,2.57222,0,0
2024-07-16 02,180,2.57222,180,2.57222
2024-07-16 03,190,3.601108,170,4.629996
2024-07-16 04,200,3.601108,190,5.14444
2024-07-16 05,190,4.115552,170,5.6588840000000005
2024-07-16 06,190,5.14444,170,6.173328
2024-07-16 07,230,5.6588840000000005,200,8.231104
2024-07-16 08,180,4.629996,170,5.6588840000000005
2024-07-16 09,230,4.115552,170,5.14444
2024-07-16 10,210,5.14444,210,7.202216
2024-07-16 11,250,6.687772,240,10.28888
2024-07-16 12,250,8.745548,240,11.317768000000001
2024-07-16 13,280,7.71666,270,13.889988
2024-07-16 14,300,7.202216,270,8.231104
2024-07-16 15,270,5.6588840000000005,240,7.202216
2024-07-16 16,260,3.601108,280,4.629996
2024-07-16 17,210,5.14444,320,2.057776
2024-07-16 18,240,5.14444,340,1.543332
2024-07-16 19,210,6.173328,320,2.057776
2024-07-16 20,240,5.6588840000000005,300,2.57222
2024-07-16 21,240,7.71666,220,5.6588840000000005
2024-07-16 22,230,6.687772,260,4.115552
2024-07-16 23,230,3.601108,220,7.202216
2024-07-17 00,210,3.601108,210,4.629996
2024-07-17 01,220,2.57222,240,5.14444
2024-07-17 02,250,5.14444,230,4.115552
2024-07-17 03,240,2.57222,240,4.629996
2024-07-17 04,230,4.115552,230,4.629996
2024-07-17 05,230,3.601108,230,5.14444
2024-07-17 06,230,3.601108,230,4.115552
2024-07-17 07,230,4.115552,240,4.629996
2024-07-17 08,250,3.086664,230,3.086664
2024-07-17 09,260,2.57222,260,4.629996
2024-07-17 10,280,2.57222,340,3.086664
2024-07-17 11,340,3.086664,350,1.543332
2024-07-17 12,360,2.057776,0,0
2024-07-17 13,360,1.543332,0,0
2024-07-17 14,0,0,0,0
2024-07-17 15,240,2.057776,300,2.057776
2024-07-17 16,310,3.086664,310,4.115552
2024-07-17 17,300,2.57222,320,5.14444
2024-07-17 18,330,4.629996,320,3.601108
2024-07-17 19,320,4.629996,340,3.601108
2024-07-17 20,10,4.115552,330,2.57222
2024-07-17 22,340,4.629996,330,4.115552
2024-07-17 23,350,2.057776,0,0
2024-07-18 00,0,0,0,0
2024-07-18 01,300,1.543332,30,3.086664
2024-07-18 02,340,2.57222,60,3.086664
2024-07-18 03,340,2.057776,40,1.543332
2024-07-18 04,270,1.543332,40,2.057776
2024-07-18 05,350,2.057776,360,4.629996
2024-07-18 06,10,3.086664,20,5.14444
2024-07-18 07,10,5.14444,10,5.6588840000000005
2024-07-18 08,20,4.629996,10,7.202216
2024-07-18 09,20,4.115552,10,7.202216
2024-07-18 10,20,5.14444,20,5.6588840000000005
2024-07-18 11,10,6.173328,10,6.687772
2024-07-18 12,10,6.687772,20,5.6588840000000005
2024-07-18 13,10,4.629996,360,5.14444
2024-07-18 14,20,5.6588840000000005,360,4.115552
2024-07-18 15,360,5.14444,340,4.115552
2024-07-18 16,350,5.6588840000000005,340,4.629996
2024-07-18 17,360,6.173328,360,5.14444
2024-07-18 18,360,5.6588840000000005,340,3.601108
2024-07-18 19,360,6.687772,330,4.115552
2024-07-18 20,340,5.6588840000000005,340,5.14444
2024-07-18 21,10,5.14444,350,4.629996
2024-07-18 22,360,5.6588840000000005,350,6.173328
2024-07-18 23,10,5.14444,360,5.6588840000000005
2024-07-19 00,20,4.115552,350,5.6588840000000005
2024-07-19 01,20,3.601108,360,6.173328
2024-07-19 02,20,3.601108,10,6.687772
2024-07-19 03,20,3.086664,360,6.173328
2024-07-19 04,10,3.086664,10,5.14444
2024-07-19 05,20,3.086664,20,4.115552
2024-07-19 07,0,0,0,0
2024-07-19 08,0,0,140,1.543332
2024-07-19 09,200,1.543332,140,1.543332
2024-07-19 10,190,1.543332,160,2.57222
2024-07-19 11,0,0,0,0
2024-07-19 12,0,0,30,2.57222
2024-07-19 13,360,2.057776,0,0
2024-07-19 15,10,4.115552,330,4.115552
2024-07-19 16,360,4.629996,340,4.115552
2024-07-19 17,350,5.14444,360,4.115552
2024-07-19 18,350,5.14444,340,4.115552
2024-07-19 19,10,4.115552,350,4.115552
2024-07-19 20,30,3.601108,360,3.086664
2024-07-19 21,10,4.115552,20,3.601108
2024-07-19 22,20,3.601108,30,4.115552
2024-07-19 23,20,2.57222,30,3.601108
2024-07-20 00,40,3.086664,50,2.57222
2024-07-20 01,10,1.543332,0,0
2024-07-20 02,40,2.057776,0,0
2024-07-20 03,0,0,0,0
2024-07-20 04,0,0,50,1.543332
2024-07-20 05,0,0,150,2.57222
2024-07-20 06,0,0,170,2.57222
2024-07-20 07,0,0,0,0
2024-07-20 08,0,0,160,2.057776
2024-07-20 09,160,1.543332,150,2.57222
2024-07-20 10,170,2.57222,140,2.057776
2024-07-20 11,0,0,150,2.57222
2024-07-20 12,0,0,0,0
2024-07-20 13,10,3.086664,360,1.543332
2024-07-20 14,10,3.086664,320,2.57222
2024-07-20 15,350,3.601108,320,3.086664
2024-07-20 16,350,5.14444,350,3.086664
2024-07-20 17,360,4.629996,350,3.601108
2024-07-20 19,20,4.629996,320,3.086664
2024-07-20 20,10,4.629996,320,2.57222
2024-07-20 21,20,3.601108,320,2.57222
2024-07-20 22,10,3.601108,310,2.057776
2024-07-20 23,320,1.543332,300,1.543332
2024-07-21 00,340,2.057776,0,0
2024-07-21 01,360,2.057776,0,0
2024-07-21 02,0,0,0,0
2024-07-21 03,0,0,0,0
2024-07-21 04,0,0,0,0
2024-07-21 05,0,0,160,2.057776
2024-07-21 06,180,1.543332,140,2.057776
2024-07-21 07,210,1.543332,150,2.57222
2024-07-21 08,190,2.057776,160,3.086664
2024-07-21 09,210,1.543332,160,2.057776
2024-07-21 10,0,0,160,3.086664
2024-07-21 11,210,1.543332,150,3.601108
2024-07-21 12,220,2.057776,180,2.057776
2024-07-21 13,260,2.57222,260,3.086664
2024-07-21 16,60,2.057776,300,2.57222
2024-07-21 18,20,3.086664,330,4.629996
2024-07-21 19,360,5.14444,340,3.601108
2024-07-21 20,350,3.601108,350,4.115552
2024-07-21 21,360,3.086664,350,3.086664
2024-07-21 22,10,3.086664,350,2.57222
2024-07-21 23,10,2.57222,20,2.57222
2024-07-22 00,360,2.57222,20,2.057776
2024-07-22 01,20,3.086664,40,1.543332
2024-07-22 02,20,1.543332,0,0
2024-07-22 03,100,1.543332,100,1.543332
2024-07-22 04,340,1.543332,0,0
2024-07-22 05,180,1.543332,120,1.543332
2024-07-22 06,0,0,0,0
2024-07-22 07,0,0,150,1.543332
2024-07-22 08,0,0,150,1.543332
2024-07-22 09,170,1.543332,0,0
2024-07-22 10,0,0,0,0
2024-07-22 11,20,1.543332,60,1.543332
2024-07-22 12,40,1.543332,40,2.057776
2024-07-22 14,0,0,10,2.57222
2024-07-22 15,340,2.57222,360,4.115552
2024-07-22 16,340,4.629996,10,3.601108
2024-07-22 17,20,4.629996,10,4.115552
2024-07-22 18,10,3.086664,10,3.601108
2024-07-22 19,340,2.57222,360,3.086664
2024-07-22 20,340,3.601108,340,3.086664
2024-07-22 21,300,3.086664,310,3.601108
2024-07-22 22,340,4.115552,320,3.601108
2024-07-22 23,330,3.086664,320,3.601108
2024-07-23 00,340,1.543332,340,1.543332
2024-07-23 01,0,0,330,1.543332
2024-07-23 02,0,0,0,0
2024-07-23 03,250,1.543332,330,1.543332
2024-07-23 04,240,2.057776,340,3.086664
2024-07-23 05,0,0,0,0
2024-07-23 06,0,0,120,2.057776
2024-07-23 07,0,0,140,2.057776
2024-07-23 08,0,0,160,3.601108
2024-07-23 09,170,2.057776,150,3.086664
2024-07-23 10,160,2.57222,140,3.601108
2024-07-23 11,180,2.57222,150,5.14444
2024-07-23 12,180,3.086664,140,3.601108
2024-07-23 13,160,2.057776,160,2.057776
2024-07-23 15,240,3.601108,330,3.086664
2024-07-23 16,190,2.057776,360,3.086664
2024-07-23 17,240,4.115552,20,5.14444
2024-07-23 18,350,5.6588840000000005,20,5.6588840000000005
2024-07-23 19,120,2.057776,30,2.057776
2024-07-23 20,180,1.543332,120,2.057776
2024-07-23 22,150,2.057776,180,2.57222
2024-07-23 23,130,2.57222,120,1.543332
2024-07-24 00,160,2.057776,140,3.086664
2024-07-24 01,160,3.086664,150,4.115552
2024-07-24 02,180,3.086664,160,4.629996
2024-07-24 03,170,3.601108,160,3.601108
2024-07-24 04,190,3.601108,160,4.115552
2024-07-24 05,180,3.601108,160,4.115552
2024-07-24 06,180,4.629996,170,3.601108
2024-07-24 07,210,3.086664,170,4.115552
2024-07-24 08,200,2.57222,180,4.629996
2024-07-24 09,210,3.601108,180,4.115552
2024-07-24 10,200,3.601108,190,4.629996
2024-07-24 11,210,4.115552,210,3.601108
2024-07-24 12,220,4.115552,200,4.629996
2024-07-24 13,250,6.173328,240,5.14444
2024-07-24 14,230,5.6588840000000005,240,5.14444
2024-07-24 15,250,5.6588840000000005,270,4.629996
2024-07-24 16,220,6.173328,290,4.629996
2024-07-24 17,220,3.086664,290,13.375544
2024-07-24 18,0,0,270,7.202216
2024-07-24 19,320,4.629996,270,2.57222
2024-07-24 20,300,6.687772,310,5.14444
2024-07-24 21,310,6.687772,290,4.629996
2024-07-24 22,310,6.173328,310,3.601108
2024-07-24 23,320,3.601108,310,3.086664
2024-07-25 00,320,2.57222,300,4.115552
2024-07-25 01,280,1.543332,310,2.57222
2024-07-25 02,290,2.057776,330,3.086664
2024-07-25 03,0,0,30,3.601108
2024-07-25 04,210,2.057776,120,2.057776
2024-07-25 05,210,2.057776,150,1.543332
2024-07-25 06,230,2.057776,130,1.543332
2024-07-25 07,230,2.057776,150,1.543332
2024-07-25 08,220,2.057776,150,2.057776
2024-07-25 09,0,0,20,5.14444
2024-07-25 10,230,1.543332,70,2.057776
2024-07-25 12,90,3.086664,50,4.115552
2024-07-25 13,80,3.601108,40,5.14444
2024-07-25 14,20,4.115552,40,5.6588840000000005
2024-07-25 15,10,5.14444,20,5.6588840000000005
2024-07-25 16,10,4.629996,30,5.6588840000000005
2024-07-25 17,360,5.6588840000000005,20,6.173328
2024-07-25 18,30,6.687772,20,5.14444
2024-07-25 19,40,4.115552,20,3.601108
2024-07-25 20,10,6.173328,10,4.115552
2024-07-25 21,10,3.601108,10,4.629996
2024-07-25 22,20,3.601108,10,2.57222
2024-07-25 23,10,3.601108,20,2.057776
2024-07-26 00,350,1.543332,30,2.057776
2024-07-26 01,30,1.543332,70,1.543332
2024-07-26 02,40,2.057776,70,1.543332
2024-07-26 03,0,0,100,1.543332
2024-07-26 05,180,2.057776,0,0
2024-07-26 06,0,0,0,0
2024-07-26 07,0,0,130,1.543332
2024-07-26 08,0,0,0,0
2024-07-26 09,170,2.057776,150,2.057776
2024-07-26 10,150,1.543332,140,1.543332
2024-07-26 11,0,0,0,0
2024-07-26 12,0,0,20,4.629996
2024-07-26 13,20,4.115552,360,2.57222
2024-07-26 14,20,4.629996,360,2.057776
2024-07-26 15,350,2.57222,340,4.115552
2024-07-26 16,340,4.115552,360,3.601108
2024-07-26 17,360,4.629996,10,6.687772
2024-07-26 18,360,3.601108,10,6.687772
2024-07-26 19,360,6.173328,30,8.745548
2024-07-26 20,10,7.202216,30,9.259992
2024-07-26 21,30,7.71666,20,8.745548
2024-07-26 22,30,5.6588840000000005,30,6.687772
2024-07-26 23,30,5.14444,40,6.687772
2024-07-27 00,60,4.629996,60,2.57222
2024-07-27 01,60,3.086664,70,2.57222
2024-07-27 02,100,2.57222,100,3.601108
2024-07-27 03,120,2.57222,120,2.57222
2024-07-27 04,140,2.057776,150,2.057776
2024-07-27 05,150,1.543332,160,3.086664
2024-07-27 06,0,0,150,1.543332
2024-07-27 07,170,1.543332,130,2.057776
2024-07-27 08,0,0,140,3.086664
2024-07-27 09,0,0,150,3.086664
2024-07-27 10,0,0,330,1.543332
2024-07-27 11,0,0,0,0
2024-07-27 12,330,1.543332,0,0
2024-07-27 13,60,2.57222,30,1.543332
2024-07-27 14,290,1.543332,350,2.057776
2024-07-27 15,350,3.086664,340,2.057776
2024-07-27 16,10,3.601108,350,3.601108
2024-07-27 17,360,5.6588840000000005,20,6.687772
2024-07-27 18,360,5.14444,30,6.687772
2024-07-27 19,10,4.629996,20,6.173328
2024-07-27 20,20,5.6588840000000005,30,7.202216
2024-07-27 21,40,6.173328,30,6.173328
2024-07-27 22,20,5.6588840000000005,30,6.687772
2024-07-27 23,10,4.115552,30,8.231104
2024-07-28 00,340,2.57222,40,7.202216
2024-07-28 01,10,2.057776,60,2.57222
2024-07-28 02,0,0,0,0
2024-07-28 03,170,1.543332,150,3.086664
2024-07-28 04,180,1.543332,140,3.601108
2024-07-28 05,0,0,150,4.629996
2024-07-28 06,140,2.057776,150,3.601108
2024-07-28 07,0,0,150,3.086664
2024-07-28 08,230,1.543332,150,3.601108
2024-07-28 09,220,2.057776,160,4.629996
2024-07-28 10,220,1.543332,160,4.629996
2024-07-28 11,240,1.543332,180,1.543332
2024-07-28 12,0,0,170,2.057776
2024-07-28 13,210,2.057776,320,1.543332
2024-07-28 14,220,2.057776,10,2.57222
2024-07-28 15,220,2.57222,340,3.086664
2024-07-28 16,0,0,340,3.086664
2024-07-28 17,0,0,330,4.115552
2024-07-28 19,360,3.601108,20,4.115552
2024-07-28 20,350,5.6588840000000005,30,4.629996
2024-07-28 21,20,4.629996,40,5.14444
2024-07-28 22,20,3.601108,50,4.115552
