hour_time,wd_CLE,ws_CLE,wd_BKL,ws_BKL
2024-04-06 06,330,4.115552,330,6.687772
2024-04-06 07,330,4.115552,330,6.687772
2024-04-06 08,300,4.115552,310,6.173328
2024-04-06 09,330,4.115552,320,7.202216
2024-04-06 10,330,4.115552,320,6.687772
2024-04-06 11,320,4.115552,320,7.71666
2024-04-06 12,320,5.6588840000000005,300,7.202216
2024-04-06 13,340,5.6588840000000005,320,6.687772
2024-04-06 14,330,5.6588840000000005,310,6.173328
2024-04-06 15,350,6.687772,310,6.173328
2024-04-06 16,340,7.202216,310,5.6588840000000005
2024-04-06 17,350,6.687772,290,5.6588840000000005
2024-04-06 18,350,6.687772,280,5.6588840000000005
2024-04-06 19,340,5.14444,270,5.6588840000000005
2024-04-06 20,20,5.14444,260,5.6588840000000005
2024-04-06 21,350,2.57222,260,4.115552
2024-04-06 22,350,3.601108,260,3.601108
2024-04-06 23,350,2.057776,270,3.601108
2024-04-07 00,340,1.543332,280,3.086664
2024-04-07 01,0,0,320,2.57222
2024-04-07 02,320,2.057776,320,2.57222
2024-04-07 03,330,1.543332,310,3.086664
2024-04-07 04,10,2.057776,310,2.057776
2024-04-07 05,0,0,320,2.57222
2024-04-07 06,0,0,10,3.601108
2024-04-07 07,0,0,20,2.57222
2024-04-07 08,0,0,340,1.543332
2024-04-07 09,0,0,0,0
2024-04-07 10,160,2.057776,0,0
2024-04-07 11,190,1.543332,150,1.543332
2024-04-07 12,0,0,0,0
2024-04-07 13,0,0,330,2.057776
2024-04-07 14,60,2.057776,300,2.057776
2024-04-07 15,70,3.086664,350,2.57222
2024-04-07 16,120,5.14444,360,3.601108
2024-04-07 17,360,5.14444,20,4.115552
2024-04-07 18,40,6.173328,40,7.202216
2024-04-07 19,50,6.687772,30,6.687772
2024-04-07 20,20,4.629996,40,7.71666
2024-04-07 21,20,4.115552,40,7.202216
2024-04-07 22,30,4.629996,40,6.173328
2024-04-07 23,40,2.57222,40,4.115552
2024-04-08 00,30,2.57222,60,3.601108
2024-04-08 01,100,2.57222,60,3.601108
2024-04-08 02,100,2.57222,90,2.057776
2024-04-08 03,130,3.601108,90,2.057776
2024-04-08 04,120,4.115552,70,2.57222
2024-04-08 05,180,2.057776,0,0
2024-04-08 06,160,2.57222,150,2.57222
2024-04-08 07,130,4.115552,130,3.086664
2024-04-08 08,140,3.601108,120,2.57222
2024-04-08 09,120,3.086664,130,6.173328
2024-04-08 10,170,2.57222,140,5.14444
2024-04-08 11,130,4.115552,130,5.14444
2024-04-08 12,160,3.086664,130,6.173328
2024-04-08 13,150,5.14444,150,7.71666
2024-04-08 14,170,5.14444,150,6.687772
2024-04-08 15,190,4.629996,150,6.173328
2024-04-08 16,250,4.629996,270,4.115552
2024-04-08 17,250,4.629996,330,3.601108
2024-04-08 18,240,4.629996,360,2.057776
2024-04-08 19,10,3.086664,70,1.543332
2024-04-08 20,10,1.543332,10,1.543332
2024-04-08 21,60,1.543332,340,1.543332
2024-04-08 22,0,0,30,1.543332
2024-04-08 23,0,0,0,0
2024-04-09 00,160,1.543332,140,2.057776
2024-04-09 01,160,2.57222,40,1.543332
2024-04-09 02,150,3.601108,160,3.086664
2024-04-09 03,150,3.086664,150,3.601108
2024-04-09 04,170,3.086664,160,4.629996
2024-04-09 05,160,4.115552,150,4.629996
2024-04-09 06,160,4.115552,150,5.14444
2024-04-09 07,180,4.115552,150,5.14444
2024-04-09 08,160,3.601108,150,5.6588840000000005
2024-04-09 09,160,3.601108,150,5.14444
2024-04-09 10,170,3.601108,160,5.14444
2024-04-09 11,160,3.601108,150,5.14444
2024-04-09 12,200,5.14444,160,5.6588840000000005
2024-04-09 13,200,6.173328,160,4.629996
2024-04-09 14,190,4.629996,180,5.6588840000000005
2024-04-09 15,200,5.6588840000000005,190,5.14444
2024-04-09 16,190,6.173328,190,5.6588840000000005
2024-04-09 17,220,6.687772,190,7.202216
2024-04-09 18,190,5.6588840000000005,220,7.202216
2024-04-09 19,210,7.202216,200,8.745548
2024-04-09 20,210,8.231104,200,7.202216
2024-04-09 21,200,7.202216,200,8.745548
2024-04-09 22,200,7.202216,200,6.173328
2024-04-09 23,200,8.231104,190,8.231104
2024-04-10 00,210,7.71666,190,5.6588840000000005
2024-04-10 01,200,3.086664,0,0
2024-04-10 02,190,4.115552,170,2.57222
2024-04-10 03,190,4.115552,170,6.687772
2024-04-10 04,180,4.115552,170,5.14444
2024-04-10 05,180,3.601108,160,5.14444
2024-04-10 06,200,4.115552,170,3.601108
2024-04-10 07,220,3.086664,200,5.14444
2024-04-10 08,200,3.601108,200,3.086664
2024-04-10 09,320,2.57222,240,5.14444
2024-04-10 10,320,1.543332,230,3.086664
2024-04-10 11,360,3.086664,270,2.57222
2024-04-10 12,340,3.601108,270,2.57222
2024-04-10 13,30,2.57222,270,2.057776
2024-04-10 14,70,1.543332,310,2.057776
2024-04-10 15,0,0,290,2.57222
2024-04-10 16,360,3.086664,0,0
2024-04-10 17,20,2.057776,350,3.086664
2024-04-10 18,20,3.601108,30,3.086664
2024-04-10 19,10,3.601108,30,3.086664
2024-04-10 20,50,3.601108,20,2.57222
2024-04-10 21,30,3.086664,40,3.601108
2024-04-10 22,40,3.086664,40,3.601108
2024-04-10 23,70,2.57222,30,3.086664
2024-04-11 00,70,2.57222,50,2.57222
2024-04-11 01,360,2.57222,40,3.601108
2024-04-11 02,10,2.057776,50,3.601108
2024-04-11 03,40,2.57222,40,4.629996
2024-04-11 04,50,3.086664,40,4.115552
2024-04-11 05,350,1.543332,30,5.14444
2024-04-11 07,110,2.057776,140,2.057776
2024-04-11 08,120,3.086664,130,3.086664
2024-04-11 09,120,2.057776,120,2.57222
2024-04-11 10,120,2.57222,120,2.057776
2024-04-11 11,110,4.115552,120,3.086664
2024-04-11 12,120,3.086664,130,3.601108
2024-04-11 13,160,5.14444,130,4.629996
2024-04-11 14,170,3.601108,150,4.629996
2024-04-11 15,170,7.202216,170,7.202216
2024-04-11 16,170,5.14444,150,5.14444
2024-04-11 17,160,4.115552,160,5.6588840000000005
2024-04-11 18,160,4.629996,160,6.173328
2024-04-11 19,140,4.629996,130,4.115552
2024-04-11 20,130,3.086664,130,4.629996
2024-04-11 21,130,3.601108,130,3.086664
2024-04-11 22,150,5.14444,140,3.601108
2024-04-11 23,150,4.629996,140,5.14444
2024-04-12 00,150,3.601108,150,3.086664
2024-04-12 01,180,3.086664,150,3.086664
2024-04-12 02,170,2.57222,170,3.601108
2024-04-12 03,230,4.115552,160,4.629996
2024-04-12 04,270,11.317768000000001,250,10.803324
2024-04-12 05,280,6.687772,260,11.832212
2024-04-12 06,270,8.745548,250,10.28888
2024-04-12 07,270,6.687772,250,11.832212
2024-04-12 08,280,9.259992,260,12.8611
2024-04-12 09,270,8.745548,260,11.832212
2024-04-12 10,260,7.71666,250,13.889988
2024-04-12 11,270,5.6588840000000005,250,12.346656
2024-04-12 12,260,6.687772,240,10.803324
2024-04-12 13,270,8.745548,250,11.832212
2024-04-12 14,270,8.745548,250,12.346656
2024-04-12 15,250,8.231104,250,10.28888
2024-04-12 16,280,9.259992,250,14.404432
2024-04-12 17,270,9.774436,260,14.918876000000001
2024-04-12 18,270,9.259992,260,15.43332
2024-04-12 19,280,9.259992,260,15.43332
2024-04-12 20,270,9.774436,260,14.918876000000001
2024-04-12 21,270,12.346656,260,15.947764000000001
2024-04-12 22,280,13.889988,260,16.462208
2024-04-12 23,280,13.375544,270,14.918876000000001
2024-04-13 00,290,14.404432,280,14.404432
2024-04-13 01,300,11.832212,280,14.918876000000001
2024-04-13 02,290,8.745548,280,12.8611
2024-04-13 03,290,7.202216,290,7.71666
2024-04-13 04,300,9.259992,280,11.832212
2024-04-13 05,300,8.231104,280,8.745548
2024-04-13 06,300,6.687772,290,7.71666
2024-04-13 07,290,6.173328,290,9.259992
2024-04-13 08,290,7.202216,280,9.259992
2024-04-13 09,300,8.745548,270,11.317768000000001
2024-04-13 10,280,6.173328,270,10.28888
2024-04-13 11,290,7.71666,270,11.317768000000001
2024-04-13 12,290,8.231104,270,10.803324
2024-04-13 13,310,8.745548,270,10.28888
2024-04-13 14,290,8.745548,270,10.803324
2024-04-13 15,290,7.71666,270,10.803324
2024-04-13 16,300,9.259992,260,10.28888
2024-04-13 17,270,9.774436,260,9.774436
2024-04-13 18,280,8.745548,260,7.71666
2024-04-13 19,280,7.71666,270,5.6588840000000005
2024-04-13 20,300,6.173328,260,4.115552
2024-04-13 21,270,7.71666,270,4.115552
2024-04-13 22,280,5.14444,270,4.115552
2024-04-13 23,260,4.629996,250,3.601108
2024-04-14 00,230,3.601108,230,3.086664
2024-04-14 01,220,3.601108,220,4.629996
2024-04-14 02,210,2.57222,220,5.14444
2024-04-14 03,220,3.086664,220,5.14444
2024-04-14 04,210,3.086664,220,5.6588840000000005
2024-04-14 05,200,4.115552,210,6.687772
2024-04-14 06,190,3.601108,190,4.629996
2024-04-14 07,160,3.601108,170,4.629996
2024-04-14 08,170,5.14444,150,7.71666
2024-04-14 09,180,5.6588840000000005,160,6.173328
2024-04-14 10,190,7.71666,160,9.259992
2024-04-14 11,200,7.202216,180,8.745548
2024-04-14 12,200,7.71666,200,8.745548
2024-04-14 13,220,7.71666,210,8.231104
2024-04-14 14,230,9.774436,220,8.231104
2024-04-14 15,240,10.803324,230,9.774436
2024-04-14 16,240,10.28888,240,8.745548
2024-04-14 17,260,9.774436,270,5.6588840000000005
2024-04-14 18,260,11.317768000000001,280,5.14444
2024-04-14 19,240,11.317768000000001,250,5.14444
2024-04-14 20,260,10.28888,230,3.601108
2024-04-14 21,260,11.317768000000001,260,7.202216
2024-04-14 22,260,7.202216,250,4.115552
2024-04-14 23,270,6.687772,250,5.14444
2024-04-15 00,280,6.687772,310,4.629996
2024-04-15 01,330,6.173328,270,3.086664
2024-04-15 02,300,3.086664,0,0
2024-04-15 03,10,1.543332,260,1.543332
2024-04-15 04,20,3.086664,70,2.057776
2024-04-15 05,30,2.057776,0,0
2024-04-15 06,0,0,20,1.543332
2024-04-15 07,360,3.086664,40,2.57222
2024-04-15 08,10,3.086664,40,3.601108
2024-04-15 09,10,4.115552,40,3.601108
2024-04-15 10,30,3.601108,40,3.601108
2024-04-15 11,30,3.086664,20,3.086664
2024-04-15 12,30,4.629996,30,5.14444
2024-04-15 13,40,4.629996,40,5.14444
2024-04-15 14,40,5.6588840000000005,20,4.115552
2024-04-15 15,30,4.629996,10,3.601108
2024-04-15 16,30,4.629996,20,3.601108
2024-04-15 17,40,3.601108,20,4.629996
2024-04-15 18,30,3.086664,20,3.601108
2024-04-15 19,40,3.601108,20,4.115552
2024-04-15 20,40,4.629996,30,4.115552
2024-04-15 21,40,4.115552,40,4.115552
2024-04-15 22,40,3.601108,40,3.086664
2024-04-15 23,60,3.086664,30,2.057776
2024-04-16 00,50,2.057776,0,0
2024-04-16 01,100,2.057776,90,1.543332
2024-04-16 02,150,2.057776,120,3.086664
2024-04-16 03,140,3.086664,140,3.601108
2024-04-16 04,150,3.086664,150,5.14444
2024-04-16 05,140,2.057776,150,5.6588840000000005
2024-04-16 06,170,3.601108,150,5.14444
2024-04-16 07,200,2.057776,40,3.601108
2024-04-16 08,30,2.057776,40,3.601108
2024-04-16 09,20,1.543332,110,1.543332
2024-04-16 10,50,1.543332,150,2.57222
2024-04-16 11,140,2.057776,130,1.543332
2024-04-16 12,140,2.57222,160,3.086664
2024-04-16 13,160,2.057776,0,0
2024-04-16 14,0,0,120,2.057776
2024-04-16 15,0,0,30,5.14444
2024-04-16 17,30,5.6588840000000005,40,5.6588840000000005
2024-04-16 18,20,5.6588840000000005,40,7.71666
2024-04-16 19,30,6.173328,40,7.202216
2024-04-16 20,30,6.687772,30,7.202216
2024-04-16 21,30,6.173328,40,7.71666
2024-04-16 22,30,4.115552,40,6.687772
2024-04-16 23,30,3.086664,40,6.687772
2024-04-17 00,40,3.601108,40,4.629996
2024-04-17 01,70,3.601108,50,3.601108
2024-04-17 02,100,4.115552,50,3.601108
2024-04-17 03,110,4.115552,40,3.601108
2024-04-17 04,120,3.086664,30,3.086664
2024-04-17 05,140,5.14444,140,4.115552
2024-04-17 06,130,5.14444,140,5.6588840000000005
2024-04-17 07,160,5.14444,160,6.687772
2024-04-17 08,170,4.115552,160,7.71666
2024-04-17 09,190,3.086664,150,5.6588840000000005
2024-04-17 10,170,2.57222,150,4.629996
2024-04-17 11,200,3.601108,160,5.14444
2024-04-17 12,170,4.115552,140,2.57222
2024-04-17 13,190,5.6588840000000005,180,5.6588840000000005
2024-04-17 14,190,8.745548,190,7.71666
2024-04-17 15,200,7.202216,200,8.231104
2024-04-17 16,210,9.259992,210,9.774436
2024-04-17 17,200,7.71666,190,8.745548
2024-04-17 18,210,8.231104,200,7.71666
2024-04-17 19,180,8.231104,180,8.231104
2024-04-17 20,200,7.202216,210,8.745548
2024-04-17 21,250,7.71666,210,5.14444
2024-04-17 22,260,4.629996,280,4.629996
2024-04-17 23,240,3.086664,230,4.115552
2024-04-18 00,270,3.601108,260,7.202216
2024-04-18 01,270,2.057776,260,6.173328
2024-04-18 02,260,5.14444,250,5.14444
2024-04-18 03,250,4.115552,250,5.6588840000000005
2024-04-18 04,240,3.086664,240,5.14444
2024-04-18 05,240,3.086664,240,4.629996
2024-04-18 06,260,5.6588840000000005,250,5.6588840000000005
2024-04-18 07,270,4.115552,250,6.687772
2024-04-18 08,250,4.115552,250,5.14444
2024-04-18 09,260,4.115552,260,5.6588840000000005
2024-04-18 10,250,3.601108,250,4.629996
2024-04-18 11,290,6.173328,260,5.14444
2024-04-18 12,280,6.173328,250,6.687772
2024-04-18 13,280,3.601108,260,5.14444
2024-04-18 14,290,6.173328,270,3.086664
2024-04-18 15,320,5.14444,280,3.086664
2024-04-18 16,0,0,310,2.57222
2024-04-18 17,10,4.629996,330,3.086664
2024-04-18 18,10,4.115552,360,2.57222
2024-04-18 19,350,2.57222,20,2.57222
2024-04-18 20,30,3.086664,50,3.086664
2024-04-18 21,30,3.086664,30,4.115552
2024-04-18 22,50,4.629996,40,4.115552
2024-04-18 23,80,2.57222,40,2.57222
2024-04-19 00,130,3.086664,130,2.57222
2024-04-19 01,110,2.057776,10,3.086664
2024-04-19 02,100,3.601108,150,1.543332
2024-04-19 03,130,2.057776,50,1.543332
2024-04-19 04,140,3.086664,150,4.115552
2024-04-19 05,150,6.173328,150,6.173328
2024-04-19 06,160,5.14444,150,5.14444
2024-04-19 07,160,5.6588840000000005,150,6.173328
2024-04-19 08,170,5.6588840000000005,150,6.173328
2024-04-19 09,260,2.057776,210,1.543332
2024-04-19 10,0,0,0,0
2024-04-19 11,210,3.086664,210,3.601108
2024-04-19 12,230,3.086664,220,4.629996
2024-04-19 13,270,7.71666,260,6.687772
2024-04-19 14,270,6.687772,260,7.202216
2024-04-19 15,300,3.086664,250,3.601108
2024-04-19 16,310,6.173328,260,7.202216
2024-04-19 17,290,4.629996,260,8.745548
2024-04-19 18,290,5.14444,260,6.687772
2024-04-19 19,280,5.14444,280,5.14444
2024-04-19 20,300,5.14444,290,6.173328
2024-04-19 21,270,5.14444,260,4.629996
2024-04-19 22,280,4.629996,260,4.629996
2024-04-19 23,280,4.629996,260,6.173328
2024-04-20 00,290,4.629996,260,7.202216
2024-04-20 01,280,8.231104,270,7.71666
2024-04-20 02,270,5.14444,270,8.231104
2024-04-20 03,300,3.086664,270,6.173328
2024-04-20 04,290,3.086664,250,4.115552
2024-04-20 05,220,1.543332,250,4.115552
2024-04-20 06,220,2.57222,220,4.115552
2024-04-20 07,220,2.57222,210,4.629996
2024-04-20 08,250,4.629996,230,5.14444
2024-04-20 09,280,5.6588840000000005,280,9.774436
2024-04-20 10,290,6.173328,270,10.28888
2024-04-20 11,260,6.173328,260,11.832212
2024-04-20 12,280,8.745548,260,11.832212
2024-04-20 13,300,8.231104,290,10.803324
2024-04-20 14,290,7.71666,280,11.317768000000001
2024-04-20 15,290,9.774436,290,10.803324
2024-04-20 16,280,9.259992,280,9.774436
2024-04-20 17,300,7.202216,270,9.774436
2024-04-20 18,300,4.629996,290,8.231104
2024-04-20 19,310,5.6588840000000005,280,7.202216
2024-04-20 20,300,4.115552,290,5.6588840000000005
2024-04-20 21,310,4.629996,290,6.173328
2024-04-20 22,310,4.629996,300,4.629996
2024-04-20 23,310,2.57222,290,3.086664
2024-04-21 00,0,0,300,2.57222
2024-04-21 01,230,1.543332,260,2.057776
2024-04-21 02,280,3.086664,290,6.173328
2024-04-21 03,310,5.14444,290,7.71666
2024-04-21 04,300,4.115552,310,5.6588840000000005
2024-04-21 05,260,4.115552,320,4.629996
2024-04-21 06,260,5.14444,310,5.14444
2024-04-21 07,290,4.629996,310,5.6588840000000005
2024-04-21 08,270,3.601108,290,6.687772
2024-04-21 09,290,3.601108,290,5.6588840000000005
2024-04-21 10,270,3.086664,310,7.202216
2024-04-21 11,240,3.086664,300,4.115552
2024-04-21 12,260,2.057776,300,5.14444
2024-04-21 13,310,4.629996,300,5.14444
2024-04-21 14,300,3.086664,300,5.14444
2024-04-21 15,310,4.629996,290,4.629996
2024-04-21 16,310,2.057776,280,4.115552
2024-04-21 17,260,4.115552,270,5.14444
2024-04-21 18,250,3.601108,280,6.687772
2024-04-21 19,280,5.6588840000000005,270,6.687772
2024-04-21 20,300,4.629996,270,5.6588840000000005
2024-04-21 21,270,5.6588840000000005,260,3.086664
2024-04-21 22,290,4.629996,270,4.115552
2024-04-21 23,260,2.57222,260,5.6588840000000005
2024-04-22 00,220,2.057776,220,3.601108
2024-04-22 01,210,2.57222,210,4.629996
2024-04-22 02,200,2.57222,210,4.629996
2024-04-22 03,210,2.057776,220,4.629996
2024-04-22 04,220,2.057776,220,4.629996
2024-04-22 05,240,2.057776,230,2.57222
2024-04-22 06,220,1.543332,300,7.202216
2024-04-22 07,180,2.057776,300,6.173328
2024-04-22 08,230,2.057776,330,4.115552
2024-04-22 09,180,1.543332,20,3.086664
2024-04-22 10,220,2.57222,0,0
2024-04-22 11,200,1.543332,150,2.057776
2024-04-22 12,250,2.057776,0,0
2024-04-22 13,240,1.543332,300,2.057776
2024-04-22 14,240,2.57222,270,3.086664
2024-04-22 15,210,3.601108,300,3.086664
2024-04-22 16,230,4.629996,300,2.057776
2024-04-22 17,260,3.601108,310,2.057776
2024-04-22 18,240,5.6588840000000005,310,3.086664
2024-04-22 19,240,5.6588840000000005,320,2.57222
2024-04-22 20,200,4.629996,20,2.057776
2024-04-22 21,230,6.687772,30,1.543332
2024-04-22 22,230,4.629996,30,1.543332
2024-04-22 23,210,4.629996,70,1.543332
2024-04-23 00,200,3.601108,200,3.601108
2024-04-23 01,180,3.601108,180,4.115552
2024-04-23 02,180,4.115552,190,4.629996
2024-04-23 03,200,4.115552,180,5.14444
2024-04-23 04,190,3.601108,180,6.173328
2024-04-23 05,190,4.115552,180,5.14444
2024-04-23 06,190,4.629996,170,5.14444
2024-04-23 07,190,4.629996,160,5.14444
2024-04-23 08,190,5.14444,160,5.6588840000000005
2024-04-23 09,190,4.629996,150,6.687772
2024-04-23 10,190,5.14444,160,6.173328
2024-04-23 11,190,5.6588840000000005,170,5.6588840000000005
2024-04-23 12,200,6.173328,180,7.71666
2024-04-23 13,210,8.745548,190,11.317768000000001
2024-04-23 14,200,8.745548,190,11.317768000000001
2024-04-23 15,190,8.231104,180,10.28888
2024-04-23 16,200,9.774436,180,10.28888
2024-04-23 17,220,8.745548,200,8.745548
2024-04-23 18,220,9.774436,240,11.832212
2024-04-23 19,240,6.687772,210,13.375544
2024-04-23 20,230,2.57222,200,3.601108
2024-04-23 21,290,3.601108,280,4.115552
2024-04-23 22,260,5.14444,250,5.14444
2024-04-23 23,260,3.601108,240,5.6588840000000005
2024-04-24 00,220,2.057776,240,4.115552
2024-04-24 01,180,5.6588840000000005,150,5.14444
2024-04-24 02,190,4.115552,160,4.115552
2024-04-24 03,200,3.086664,180,4.115552
2024-04-24 04,210,3.086664,180,4.629996
2024-04-24 05,230,3.601108,230,6.173328
2024-04-24 06,250,5.14444,270,4.115552
2024-04-24 07,200,2.57222,230,3.086664
2024-04-24 08,0,0,250,5.14444
2024-04-24 09,270,4.115552,260,7.202216
2024-04-24 10,290,6.687772,250,6.687772
2024-04-24 11,290,8.231104,290,7.71666
2024-04-24 12,350,8.745548,350,8.231104
2024-04-24 13,330,6.687772,330,9.259992
2024-04-24 14,340,7.202216,330,7.71666
2024-04-24 15,340,6.687772,330,8.231104
2024-04-24 16,330,6.173328,320,8.231104
2024-04-24 17,350,7.202216,320,7.71666
2024-04-24 18,350,7.202216,340,7.202216
2024-04-24 19,340,5.14444,330,6.173328
2024-04-24 20,350,6.173328,330,7.202216
2024-04-24 21,340,5.6588840000000005,340,6.173328
2024-04-24 22,340,5.6588840000000005,330,6.173328
2024-04-24 23,340,5.14444,350,5.6588840000000005
2024-04-25 00,360,3.086664,340,4.115552
2024-04-25 01,350,5.14444,330,6.173328
2024-04-25 02,360,3.601108,340,4.115552
2024-04-25 03,340,3.086664,360,4.629996
2024-04-25 04,350,2.57222,350,4.115552
2024-04-25 05,10,1.543332,340,2.57222
2024-04-25 06,350,1.543332,360,2.57222
2024-04-25 07,260,1.543332,340,1.543332
2024-04-25 08,0,0,0,0
2024-04-25 09,170,1.543332,0,0
2024-04-25 10,260,1.543332,0,0
2024-04-25 11,0,0,0,0
2024-04-25 12,0,0,0,0
2024-04-25 13,40,3.086664,340,2.57222
2024-04-25 14,50,2.057776,320,2.57222
2024-04-25 15,50,4.115552,350,5.14444
2024-04-25 16,20,6.173328,10,6.687772
2024-04-25 17,20,6.173328,10,7.202216
2024-04-25 18,10,6.687772,20,8.745548
2024-04-25 19,20,6.173328,20,9.774436
2024-04-25 20,10,7.202216,30,9.774436
2024-04-25 21,20,7.202216,40,8.231104
2024-04-25 22,30,6.687772,30,8.745548
2024-04-25 23,30,5.6588840000000005,50,4.629996
2024-04-26 00,40,3.086664,50,1.543332
2024-04-26 01,70,3.086664,70,2.057776
2024-04-26 02,60,2.57222,70,2.57222
2024-04-26 03,60,3.086664,40,2.057776
2024-04-26 04,90,2.57222,0,0
2024-04-26 05,80,3.086664,40,1.543332
2024-04-26 06,70,2.057776,60,1.543332
2024-04-26 07,30,2.057776,0,0
2024-04-26 08,60,1.543332,0,0
2024-04-26 09,90,2.57222,0,0
2024-04-26 10,100,1.543332,170,1.543332
2024-04-26 11,110,5.14444,130,2.057776
2024-04-26 12,120,4.629996,120,3.086664
2024-04-26 13,120,5.14444,120,5.14444
2024-04-26 14,140,5.14444,90,6.687772
2024-04-26 15,180,4.629996,130,5.6588840000000005
2024-04-26 17,160,4.629996,20,6.687772
2024-04-26 18,10,5.14444,30,7.71666
2024-04-26 19,10,4.115552,40,7.71666
2024-04-26 20,360,4.115552,40,7.71666
2024-04-26 21,350,3.086664,30,6.173328
2024-04-26 22,360,2.057776,40,5.14444
2024-04-26 23,360,1.543332,40,4.629996
2024-04-27 00,0,0,50,2.57222
2024-04-27 01,130,6.173328,130,4.629996
2024-04-27 02,140,6.687772,140,8.231104
2024-04-27 03,150,6.173328,140,7.202216
2024-04-27 04,140,6.687772,140,7.202216
2024-04-27 05,150,6.687772,140,5.14444
2024-04-27 06,170,5.6588840000000005,160,6.687772
2024-04-27 07,170,5.6588840000000005,150,6.687772
2024-04-27 08,160,6.173328,150,8.745548
2024-04-27 09,160,7.202216,160,9.259992
2024-04-27 10,180,5.6588840000000005,150,11.317768000000001
2024-04-27 11,170,7.71666,160,8.231104
2024-04-27 12,180,7.202216,150,10.803324
2024-04-27 13,180,7.202216,150,9.259992
2024-04-27 14,200,6.687772,180,7.202216
2024-04-27 15,200,5.14444,180,8.231104
2024-04-27 16,200,6.687772,180,5.6588840000000005
2024-04-27 17,230,7.202216,220,9.259992
2024-04-27 18,220,6.173328,200,7.71666
2024-04-27 19,220,7.71666,210,7.202216
2024-04-27 20,220,8.745548,220,8.745548
2024-04-27 21,210,7.202216,200,6.173328
2024-04-27 22,210,4.629996,210,4.115552
2024-04-27 23,220,6.687772,210,6.687772
2024-04-28 00,210,4.629996,200,7.202216
2024-04-28 01,200,5.14444,190,5.6588840000000005
2024-04-28 02,200,5.14444,180,6.687772
2024-04-28 03,200,5.14444,180,6.173328
2024-04-28 04,200,6.173328,190,6.173328
2024-04-28 05,210,4.629996,190,5.6588840000000005
2024-04-28 06,200,4.629996,190,6.173328
2024-04-28 07,210,4.115552,190,4.629996
2024-04-28 08,190,4.115552,170,5.6588840000000005
2024-04-28 09,210,5.6588840000000005,190,4.629996
2024-04-28 10,210,5.14444,190,4.115552
2024-04-28 11,210,4.115552,190,4.115552
2024-04-28 12,220,4.629996,200,6.173328
2024-04-28 13,230,5.6588840000000005,210,5.6588840000000005
2024-04-28 14,220,8.745548,220,5.6588840000000005
2024-04-28 15,240,7.202216,230,7.202216
2024-04-28 16,240,4.115552,240,5.6588840000000005
2024-04-28 17,260,4.115552,260,3.086664
2024-04-28 18,230,4.115552,0,0
2024-04-28 19,220,4.629996,20,1.543332
2024-04-28 20,30,2.057776,0,0
2024-04-28 22,20,3.086664,20,2.057776
2024-04-28 23,30,2.057776,70,2.057776
2024-04-29 00,110,1.543332,90,1.543332
2024-04-29 01,190,2.57222,0,0
2024-04-29 02,200,3.086664,180,4.115552
2024-04-29 03,180,3.601108,180,5.14444
2024-04-29 04,190,3.601108,190,6.173328
2024-04-29 05,200,3.086664,210,6.173328
2024-04-29 06,190,3.086664,210,6.173328
2024-04-29 07,180,4.115552,190,5.6588840000000005
2024-04-29 08,190,3.601108,210,6.687772
2024-04-29 09,200,4.115552,210,6.173328
2024-04-29 10,200,3.601108,210,7.202216
2024-04-29 11,200,4.629996,220,6.173328
2024-04-29 12,230,4.629996,210,6.173328
2024-04-29 13,240,6.173328,220,6.173328
2024-04-29 14,220,6.687772,240,8.231104
2024-04-29 15,240,8.231104,210,6.687772
2024-04-29 16,200,8.231104,210,6.687772
2024-04-29 17,220,8.745548,190,8.745548
2024-04-29 18,220,5.6588840000000005,200,8.745548
2024-04-29 19,200,7.202216,210,7.202216
2024-04-29 20,200,7.202216,170,7.71666
2024-04-29 21,200,5.6588840000000005,180,8.745548
2024-04-29 22,200,5.14444,190,6.687772
2024-04-29 23,210,3.601108,200,5.6588840000000005
2024-04-30 00,300,6.173328,250,5.14444
2024-04-30 01,310,3.601108,0,0
2024-04-30 02,320,2.57222,0,0
2024-04-30 03,310,3.601108,0,0
2024-04-30 04,0,0,260,2.57222
2024-04-30 05,0,0,270,1.543332
2024-04-30 06,230,1.543332,260,2.57222
2024-04-30 07,190,2.057776,0,0
2024-04-30 08,180,1.543332,160,1.543332
2024-04-30 09,180,2.57222,170,3.086664
2024-04-30 10,200,3.086664,230,3.086664
2024-04-30 11,200,4.115552,190,4.115552
2024-04-30 12,240,4.629996,250,3.601108
2024-04-30 13,270,4.115552,260,3.601108
2024-04-30 14,240,4.629996,250,3.601108
2024-04-30 15,260,3.601108,250,3.601108
2024-04-30 17,280,2.57222,260,3.086664
2024-04-30 18,240,4.629996,300,3.086664
2024-04-30 19,240,5.6588840000000005,320,2.057776
2024-04-30 20,240,5.14444,0,0
2024-04-30 21,290,4.629996,300,2.57222
2024-04-30 22,320,5.6588840000000005,0,0
2024-04-30 23,290,3.601108,220,2.057776
2024-05-01 00,280,1.543332,220,3.086664
2024-05-01 01,220,1.543332,210,1.543332
2024-05-01 02,220,2.057776,210,2.57222
2024-05-01 03,260,2.057776,230,4.115552
2024-05-01 04,300,3.086664,290,4.629996
2024-05-01 05,360,2.057776,20,1.543332
2024-05-01 06,30,1.543332,50,2.057776
2024-05-01 07,0,0,110,1.543332
2024-05-01 08,0,0,140,2.057776
2024-05-01 09,0,0,140,1.543332
